	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	三連単:的中	三連単:配当	三連単:人気
200850011709	ダ	右	1700	晴	良	15:15	A3一　4歳以上 		2008-1-17	20	園田	4	(馬齢)		1	180	1	1	100	1	10	100	2	1-10	200	1	1-10	120	1	1-8	200	2	8-10	260	3	1=>10	290	1	1-8-10	300	1	10,9,1,12,2,7,3,4,8,(5,11),6	109112273845116	10,9,1,12,2,8,(7,11),(3,5),6,4	109182123754611			8.0	100.0	3.0	1-7	170.0	1.0	1=>10=>8	940.0	1.0
200850011710	ダ	右	1400	晴	良	15:55	園田クイーンセレクシ	G	2008-1-17	20	園田	4	牝(定量)		11	440	2	11	140	2	10	260	5	10-11	1550	6	10-11	560	7	1-11	310	3	1-10	740	10	11=>10	2400	9	1-10-11	1750	6	721211031158946	721211031158946	7,12,1,10,11,2,3,5-8,9,4,6	7,(1,12),10,11,3,5,2-8,9,4,6			1.0	170.0	3.0	7-8	1470.0	6.0	11=>10=>1	8890.0	24.0
200850012201	ダ	右	1400	曇	稍重	11:10	F2二　3歳		2008-1-22	20	園田	5	(馬齢)		3	1400	5	3	180	2	6	420	5	3-6	2890	9	3-6	1,500	15	3-7	1,380	13	6-7	850	8	3=>6	8330	23	3-6-7	8100	25	46107231958	46107231958	64731021958	63472101598			7.0	260.0	4.0	3-6	4940.0	17.0			
200850012202	ダ	右	1400	曇	稍重	11:40	F2一　3歳		2008-1-22	20	園田	5	(馬齢)		8	140	1	8	100	1	10	180	5	8-10	500	3	8-10	340	5	3-8	310	3	3-10	620	10	8=>10	840	3	3-8-10	1640	7	51089427163	5,10,8,9,4,2,(1,7),3,6	(8,10),2,(4,5),9,3,1,7,6	81024395176			3.0	130.0	2.0	7-8	440.0	2.0			
200850012203	ダ	右	1400	曇	稍重	12:10	D1四　4歳以上		2008-1-22	20	園田	5	(馬齢)		7	140	1	7	100	1	9	120	3	7-9	280	1	7-9	160	2	6-7	150	1	6-9	270	5	7=>9	360	1	6-7-9	310	1	794156382	794156382	794168325	7,9,4,(1,6),8,3,2,5			6.0	110.0	2.0	7-8	200.0	1.0			
200850012204	ダ	右	1400	曇	稍重	12:40	D1三　4歳以上		2008-1-22	20	園田	5	(馬齢)		9	100	1	9	100	1	6	170	3	6-9	370	2	6-9	220	2	9-10	530	5	6-10	1,250	13	9=>6	490	3	6-9-10	1860	6	21039768145	21039768145	29103678415	29103678415			10.0	570.0	8.0	6-8	500.0	3.0			
200850012205	ダ	右	1400	曇	稍重	13:10	D1二　4歳以上		2008-1-22	20	園田	5	(馬齢)		6	150	1	6	100	1	9	110	2	6-9	110	1	6-9	110	1	6-10	290	3	9-10	300	4	6=>9	140	1	6-9-10	530	2	9,6,10,5,4,7,8,3,(1,2)	96105478312	6,9,10,5,(7,8),3,1,2,4	6,9,10,5,(3,7),8,(1,2),4			10.0	250.0	6.0	6-8	110.0	1.0			
200850012206	ダ	右	1230	曇	稍重	13:40	D1一　4歳以上		2008-1-22	20	園田	5	(馬齢)		3	100	1	3	100	1	5	130	2	3-5	390	3	3-5	200	2	3-7	1,020	12	5-7	2,140	20	3=>5	390	2	3-5-7	2420	8	578139246	5,7,8,1,3,(2,9),4,6	357812964	357182946			7.0	430.0	6.0	3-5	350.0	3.0			
200850012301	ダ	右	1400	雨	不良	10:55	F1二　3歳		2008-1-23	20	園田	6	(馬齢)		8	180	1	8	120	1	7	220	3	7-8	410	2	7-8	190	3	3-8	120	1	3-7	210	4	8=>7	570	3	3-7-8	270	1	7,3,8,2,5,4-6	7,3,8,2,5,4-6	7348526	7834256											
200850012302	ダ	右	1400	雨	不良	11:20	F1一　3歳		2008-1-23	20	園田	6	(馬齢)		4	260	2	4	120	1	6	200	3	4-6	840	3	4-6	290	3	2-4	330	4	2-6	1,470	18	4=>6	1020	4	2-4-6	3200	9	7,8,9,6,1,3,(2,5),4	7,8,6,9,1,(2,5),3,4	861729453	687124935			2.0	330.0	6.0	4-6	850.0	2.0			
200850012303	ダ	右	1400	雨	不良	11:45	C7四　4歳以上		2008-1-23	20	園田	6	(馬齢)		2	360	2	2	100	1	7	230	4	2-7	3630	6	2-7	450	5	2-5	650	6	5-7	5,920	23	2=>7	7200	11	2-5-7	33390	32	729536184	7,2,9,5,(3,6),1,8,4	(2,7),6,5,9,(1,3),4,8	726534198			5.0	860.0	7.0	2-7	3410.0	6.0			
200850012304	ダ	右	1400	曇	不良	12:15	C7三　4歳以上		2008-1-23	20	園田	6	(馬齢)		2	100	1	2	130	2	6	360	5	2-6	470	2	2-6	370	3	2-5	2,190	15	5-6	10,460	31	2=>6	680	2	2-5-6	14870	27	61057281493	61052781493	62105871493	62510874913			5.0	1,130	9.0	2-6	630.0	3.0			
200850012305	ダ	右	1400	曇	不良	12:45	C7二　4歳以上		2008-1-23	20	園田	6	(馬齢)		4	490	3	4	160	2	2	370	6	2-4	2960	11	2-4	750	8	1-4	1,210	16	1-2	2,240	29	4=>2	4810	19	1-2-4	9630	35	45216937810	45216397810	42569713810	42179536108			1.0	580	8.0	2-4	2960.0	11.0			
200850012306	ダ	右	1400	曇	不良	13:15	C7一　4歳以上		2008-1-23	20	園田	6	(馬齢)		9	120	1	9	100	1	7	200	4	7-9	720	2	7-9	300	4	6-9	240	2	6-7	960	12	9=>7	720	2	6-7-9	1600	6	29106714385	29106714385	92761043518	97264310518			6.0	270	5.0	7-8	600.0	3.0			
200850012307	ダ	右	1230	曇	不良	13:45	A1二　4歳以上 		2008-1-23	20	園田	6	(馬齢)		7	570	2	7	190	5	2	120	1	2-7	780	3	2-7	210	2	4-7	570	9	2-4	160	1	7=>2	2960	12	2-4-7	970	3	6,(1,8),7,3,5,2,4	68173524	(6,7),4,(1,8),2,3,5	(6,7),1,4,3,2,8,5			4.0	160	4.0						
200850012308	ダ	右	1400	曇	不良	14:15	C6二　4歳以上		2008-1-23	20	園田	6	(馬齢)		7	920	4	7	270	5	5	110	1	5-7	1410	5	5-7	510	5	7-8	1,020	14	5-8	390	2	7=>5	3070	12	5-7-8	2910	9	2,10,11,7,9,8,1,5,(4,6),3	2107119815643	7102851196143	7105829611413			8.0	210	3.0	5-6	1310.0	5.0			
200850012309	ダ	右	1400	曇	不良	14:45	C6一　4歳以上		2008-1-23	20	園田	6	(馬齢)		2	330	3	2	220	3	3	200	2	2-3	400	1	2-3	170	1	2-4	400	5	3-4	420	6	2=>3	740	2	2-3-4	730	2	4792311185106	4792831115106	4,7,9,2,8,3,11,1,5,10=6	4,2,7,3,9,(1,8),(5,11),10=6			4.0	520	5.0	2-3	400.0	1.0	2=>3=>4	2800.0	6.0
200850012310	ダ	右	1700	曇	不良	15:15	A1一　4歳以上 		2008-1-23	20	園田	6	(馬齢)		8	200	1	8	110	3	10	110	2	8-10	400	2	8-10	130	1	3-8	180	2	3-10	200	3	8=>10	500	2	3-8-10	360	1	31019786245	31019786245	81031679542	83101675942			3.0	100	1.0	7-8	330.0	1.0	8=>10=>3	1370.0	1.0
200850012401	ダ	右	1400	晴	不良	10:55	F4二　3歳		2008-1-24	21	園田	1	(馬齢)		6	110	1	6	100	1	12	110	3	6-12	620	2	6-12	190	2	6-8	110	1	8-12	300	3	6=>12	720	2	6-8-12	520	1	128691741011325	12,8,6,9,1,7,(4,10),(3,11),2,5	12,6,8,(1,9),7,10,4,2,11,3,5	612897110425113			8.0	100	2.0	5-8	490.0	2.0			
200850012402	ダ	右	1400	曇	不良	11:20	F4一　3歳		2008-1-24	21	園田	1	(馬齢)		1	530	2	1	130	2	8	270	5	1-8	3540	13	1-8	1,040	13	1-3	210	2	3-8	490	6	1=>8	10400	27	1-3-8	1570	6	1,5,6,8,7,(9,10),4,11,3,2	1,5,6,8,9,(7,10),4,(2,11),3	1,6,5,8,10,3,(4,9),11,7,2	1854369710211			3.0	130	1.0	1-7	2420.0	7.0			
200850012403	ダ	右	1400	曇	不良	11:50	D8二　4歳以上		2008-1-24	21	園田	1	(馬齢)		1	900	3	1	170	3	12	100	1	1-12	450	2	1-12	250	3	1-2	1,510	12	2-12	970	9	1=>12	2530	7	1-2-12	2600	6	1,5,9,(2,8),10,12,3,11,6,7,4	1,5,8,2,9,3,10,12,11,6,(4,7)	1,5,12,8,2,9,6,7,10,11,(3,4)	112528697101134			2.0	190	4.0	1-8	340.0	2.0			
200850012404	ダ	右	1400	曇	不良	12:20	D8一　4歳以上		2008-1-24	21	園田	1	(馬齢)		9	110	1	9	100	1	12	550	7	9-12	10720	14	9-12	2,560	18	8-9	260	3	8-12	11,860	30	9=>12	9770	16	8-9-12	18560	28	9,12,2,7,(3,10),5,8,6,1,4	9122731056814	9,12,(2,7),(8,10),6,3,1,4,5	9,2,12,8,(6,7),10,3,1,4,5			8.0	150	3.0	7-8	4780.0	6.0			
200850012405	ダ	右	1400	曇	不良	12:50	D7四　4歳以上		2008-1-24	21	園田	1	(馬齢)		6	320	2	6	130	3	5	110	2	5-6	480	3	5-6	190	2	6-8	300	5	5-8	330	6	6=>5	830	4	5-6-8	830	3	6,5,8,1,7,4,2,(3,9)	658172493	651872493	651872439			8.0	130	4.0	5-6	560.0	3.0			
200850012406	ダ	右	1400	曇	不良	13:20	D7三　4歳以上		2008-1-24	21	園田	1	(馬齢)		5	1410	6	5	300	6	6	160	3	5-6	4490	12	5-6	1,330	16	3-5	410	5	3-6	340	4	5=>6	9750	26	3-5-6	2130	7	15346792108	15346972108	56319741028	56394711028			3.0	120	1.0	5-6	3680.0	12.0			
200850012407	ダ	右	1400	曇	不良	13:50	D7二　4歳以上		2008-1-24	21	園田	1	(馬齢)		8	720	4	8	250	4	10	180	2	8-10	1110	4	8-10	420	4	4-8	1,530	18	4-10	1,220	15	8=>10	3250	13	4-8-10	6210	24	31012794586	3,10,1,2,7,(4,9),5,8,6	9,(3,8,10),7,1,2,5,4,6	9,8,3,10,(1,7),4,2,5,6			4.0	650	7.0	7-8	530.0	3.0			
200850012408	ダ	右	1400	曇	不良	14:20	D7一　4歳以上		2008-1-24	21	園田	1	(馬齢)		10	120	1	10	100	1	6	130	4	6-10	710	4	6-10	400	6	3-10	190	1	3-6	400	7	10=>6	840	4	3-6-10	800	3	36710452981	36741052981	10326748591	3,10,6,4,2,(5,7),9,8,1			3.0	110	2.0	6-8	690.0	4.0			
200850012409	ダ	右	1400	曇	不良	14:50	C1二　4歳以上		2008-1-24	21	園田	1	(馬齢)		12	200	1	12	110	1	1	110	2	1-12	580	2	1-12	220	2	8-12	390	4	1-8	920	13	12=>1	820	1	1-8-12	1070	3	48911211652310	48911211562310	84129161135210	4,(8,12),1,6,9,3,2,5,11,10			8.0	140	3.0	1-8	440.0	2.0	12=>1=>8	3870.0	5.0
200850012410	ダ	右	1400	曇	不良	15:20	C1一　4歳以上		2008-1-24	21	園田	1	(馬齢)		1	500	3	1	140	2	11	1,210	9	1-11	6500	17	1-11	1,880	15	1-6	530	5	6-11	2,150	21	1=>11	12200	25	1-6-11	11290	30	5,12,(1,10),9,2,8,(6,11),3,7,4	512110296811734	5,12,(1,11),2,6,9,4,(7,8),10,3	5,11,1,12,6,(2,7),4,9,8,3,10			6.0	310	4.0	1-8	2260.0	6.0	1=>11=>6	75180.0	158.0
200850012411	ダ	右	1700	曇	不良	15:55	さわやか特別 		2008-1-24	21	園田	1	(馬齢)		6	210	1	6	130	1	2	180	4	2-6	870	3	2-6	270	1	6-10	2,660	26	2-10	5,800	45	6=>2	1110	3	2-6-10	20030	57	4,10,(6,12),11,5,7,2,(3,9),(1,8)	410126511723918	10,6,4,12,11,5,7,2,9,3,8-1	10,6,4,12,11,(5,7),2,3,9,8-1			10.0	1,680	10.0	2-5	900.0	4.0	6=>2=>10	84630.0	221.0
200850012501	ダ	右	1400	晴	重	10:55	F3二　3歳		2008-1-25	21	園田	2	(馬齢)		3	220	1	3	100	1	4	140	2	3-4	260	1	3-4	100	1	3-6	500	7	4-6	510	8	3=>4	510	2	3-4-6	790	4	234165	234165	342561	346215											
200850012502	ダ	右	1400	晴	重	11:20	F3一　3歳		2008-1-25	21	園田	2	(馬齢)		5	190	1	5	290	3	3	140	2	3-5	300	2	3-5	130	2	5-7	130	1	3-7	160	3	5=>3	360	2	3-5-7	200	1	5473621	5473621	5473261	5437216											
200850012503	ダ	右	1400	晴	重	11:50	D6二　4歳以上		2008-1-25	21	園田	2	(馬齢)		7	530	3	7	170	2	5	470	7	5-7	1900	9	5-7	860	8	7-12	2,040	25	5-12	3,110	32	7=>5	5520	24	5-7-12	11440	40	10,12,2,11,(3,5),9,7,4,1,(6,8)	101221153974816	(7,12),10,11,2,(3,9),5,8,1,4,6	7,12,(10,11),2,5,3,9,1,8,4,6			12.0	750	9.0	5-6	960.0	4.0			
200850012504	ダ	右	1400	晴	重	12:20	D6一　4歳以上		2008-1-25	21	園田	2	(馬齢)		4	130	1	4	100	1	10	100	2	4-10	240	1	4-10	130	2	4-6	110	1	6-10	210	3	4=>10	320	1	4-6-10	250	1	496107211112835	496107211112385	4,10,(6,9),7,2,11,12,1,8,5,3	410697211121835			6.0	110	3.0	4-7	220.0	1.0			
200850012505	ダ	右	1400	晴	重	12:50	D5四　4歳以上		2008-1-25	21	園田	2	(馬齢)		2	130	1	2	110	1	1	200	5	1-2	340	1	1-2	170	2	2-7	210	3	1-7	550	10	2=>1	380	1	1-2-7	490	1	4,7,5,8,6,2,(3,9),1	475826391	4,2,7,1,6,(5,8),9,3	247615893			7.0	170	4.0	1-2	510.0	4.0			
200850012506	ダ	右	1400	曇	重	13:20	D5三　4歳以上		2008-1-25	21	園田	2	(馬齢)		3	110	1	3	100	1	1	130	2	1-3	130	1	1-3	120	1	2-3	1,500	15	1-2	2,250	17	3=>1	140	1	1-2-3	2310	6	1,3,6,2,7,4,(8,9),5,10	1,3,6,2,7,4,(8,9),5,10	1,3,2,6,4,(9,10),7,8,5	1,3-2,6,10,4,9,7,5,8			2.0	2,500	10.0	1-3	110.0	1.0			
200850012507	ダ	右	1400	曇	重	13:50	D5二　4歳以上		2008-1-25	21	園田	2	(馬齢)		7	1110	4	7	170	4	5	160	3	5-7	1770	7	5-7	840	9	7-10	1,050	11	5-10	790	8	7=>5	3900	16	5-7-10	6160	19	68910352174	(6,9),10,8,3,5,2,7,1,4	91076528314	10975628341			10.0	250	6.0	5-7	1490.0	6.0			
200850012508	ダ	右	1230	曇	重	14:20	D5一　4歳以上		2008-1-25	21	園田	2	(馬齢)		5	1550	4	5	170	4	2	160	3	2-5	3180	10	2-5	1,270	12	5-9	400	5	2-9	750	8	5=>2	6290	21	2-5-9	1870	7	9,5,11,4,2,12,10,3,6,(1,7),8	9,5,11,4,12,2,3,10,6,1,(7,8)	9,5,11,12,2,4,3,10,8,(1,6),7	952111243810167			9.0	100	1.0	2-5	3760.0	10.0			
200850012509	ダ	右	1400	曇	重	14:50	C2二　4歳以上		2008-1-25	21	園田	2	(馬齢)		6	1230	4	6	220	4	2	280	5	2-6	1190	4	2-6	700	7	1-6	1,510	15	1-2	2,940	23	6=>2	2710	10	1-2-6	15370	35	7,10,(2,6),3,4,8,5,1,9	7,10,2,6,3,(4,5),8,1,9	71026354819	7,10,6,2,(3,5),4,1,8,9			1.0	1,500	8.0	2-6	980.0	4.0	6=>2=>1	62220.0	133.0
200850012510	ダ	右	1400	曇	重	15:20	C2一　4歳以上		2008-1-25	21	園田	2	(馬齢)		4	2540	5	4	390	8	10	180	3	4-10	2790	10	4-10	750	10	1-4	1,080	17	1-10	340	4	4=>10	8130	24	1-4-10	4580	19	1072111684593	10,7,2,11,1,(6,8),4,5,9,3	1072811146539	1027811146539			1.0	140	2.0	4-8	2460.0	9.0	4=>10=>1	50300.0	160.0
200850012511	ダ	右	1400	曇	重	15:55	プラスミック賞 		2008-1-25	21	園田	2	(馬齢)		3	140	1	3	100	1	10	110	3	3-10	360	2	3-10	230	3	3-6	160	1	6-10	350	5	3=>10	460	2	3-6-10	440	1	810261253179411	810261253174911	108365122411179	103865412112179			6.0	110	2.0	3-7	550.0	3.0	3=>10=>6	1170.0	1.0
200850012512	ダ	右	1700	曇	重	16:25	B2二　4歳以上 		2008-1-25	21	園田	2	(馬齢)		4	250	2	4	110	2	8	190	5	4-8	3760	8	4-8	400	4	2-4	110	1	2-8	450	5	4=>8	4490	11	2-4-8	550	2	9,8,4,1,11,7,3,6,2,10,(5,12)	9,8,4,1,11,7,(2,3),6,10,12,5	4,(2,8),9,1,(6,11),3,10,5,12,7	4,(8,9),(1,2),(6,11),3,10,5,12,7			2.0	100	1.0	4-6	2680.0	9.0	4=>8=>2	10170.0	22.0
200850013001	ダ	右	1400	曇	不良	11:10	D2三　4歳以上		2008-1-30	21	園田	4	(馬齢)		9	220	1	9	100	2	12	100	1	9-12	210	1	9-12	110	1	2-9	160	2	2-12	170	3	9=>12	390	2	2-9-12	220	1	12,2,11,9,(3,10),7,4,6,1,5,8	122119710346158	122911763104581	122911763845101			2.0	100	3.0	7-8	180.0	1.0			
200850013002	ダ	右	1400	曇	不良	11:35	ステップアップ競走		2008-1-30	21	園田	4	(馬齢)		7	260	2	7	130	2	1	100	1	1-7	260	1	1-7	180	2	4-7	3,160	22	1-4	1,960	18	7=>1	640	3	1-4-7	5640	15	7110945268	1710495268	1,7,10,4,2,(5,9),(6,8)	1741052698			4.0	530	8.0	1-7	240.0	1.0			
200850013003	ダ	右	1400	曇	不良	12:05	ステップアップ競走		2008-1-30	21	園田	4	(馬齢)		7	500	3	7	250	5	8	240	4	7-8	3490	18	7-8	1,950	25	4-7	590	6	4-8	1,040	14	7=>8	5990	25	4-7-8	4640	18	9,1,7,10,(3,5),6,4,2,8	91731056428	9,1,(5,6),7,(3,10),8,(2,4)	95761382104			4.0	120	1.0	7-7	4260.0	20.0			
200850013004	ダ	右	1400	曇	不良	12:35	D2二　4歳以上		2008-1-30	21	園田	4	(馬齢)		4	150	1	4	120	1	8	210	4	4-8	2340	5	4-8	800	7	4-5	410	3	5-8	2,220	20	4=>8	2810	9	4-5-8	4400	14	8,2,1,5,(6,10),4,(11,12),9,7,3	8,2,1,5,4,(6,10),11,12,9,7,3	8,2,5,1,4,10,6,12,(7,9),11,3	825411069121173			5.0	410	6.0	4-6	260.0	1.0			
200850013101	ダ	右	1400	晴	重	10:55	F1二　3歳		2008-1-31	21	園田	5	(馬齢)		4	130	1	4	100	1	3	460	4	3-4	1090	4	3-4	590	6	4-6	280	3	3-6	1,350	9	4=>3	1680	5	3-4-6	1500	5	4,6,5,(1,3),2	465132	465231	4,6,3,5,2-1											
200850013102	ダ	右	1400	晴	重	11:20	F1一　3歳		2008-1-31	21	園田	5	(馬齢)		2	200	1	2	100	1	6	340	4	2-6	3200	11	2-6	930	13	2-3	650	10	3-6	2,050	21	2=>6	4570	16	2-3-6	11250	26	6742153	6,7,(1,4),5,2,3	6,7,(2,4),3,1,5	6724351											
200850013103	ダ	右	1400	晴	重	11:50	D1二　4歳以上		2008-1-31	21	園田	5	(馬齢)		1	1050	5	1	150	2	8	210	3	1-8	2950	10	1-8	710	8	1-6	2,490	22	6-8	1,390	18	1=>8	4930	16	1-6-8	25590	39	46871253	46781523	17648523	(1,6),7,4,5,(2,8),3			6.0	250	5.0						
200850013104	ダ	右	1400	晴	重	12:20	D1一　4歳以上		2008-1-31	21	園田	5	(馬齢)		7	160	1	7	100	1	9	170	4	7-9	460	2	7-9	270	2	3-7	280	3	3-9	540	8	7=>9	650	3	3-7-9	1470	5	356784912	356748912	356974812	369574182			3.0	150	3.0	7-8	340.0	2.0			
200850013105	ダ	右	1400	晴	重	12:50	C6三　4歳以上		2008-1-31	21	園田	5	(馬齢)		8	160	1	8	100	1	2	450	6	2-8	1430	5	2-8	420	6	5-8	190	2	2-5	750	10	8=>2	1360	6	2-5-8	1420	6	18243657	18243657	1,8,2,4,7,(3,6),5	81234756			5.0	140	3.0						
200850013106	ダ	右	1400	晴	重	13:20	C6二　4歳以上		2008-1-31	21	園田	5	(馬齢)		1	150	1	1	110	1	3	120	2	1-3	170	1	1-3	140	1	1-8	360	4	3-8	470	7	1=>3	210	1	1-3-8	760	4	192468573	1,9,2,6,(4,8),5,7,3	193286457	1,3,2,9,6,8,(4,7),5			8.0	220	5.0	1-3	130.0	1.0			
200850013107	ダ	右	1230	晴	重	13:50	C6一　4歳以上		2008-1-31	21	園田	5	(馬齢)		6	190	1	6	130	2	1	150	3	1-6	830	3	1-6	340	3	6-9	480	6	1-9	720	11	6=>1	1200	4	1-6-9	3180	12	2,3,6,4,5,(7,8),9,1	234657891	236471598	632417958			9.0	410	7.0	1-6	640.0	2.0			
200850020501	ダ	右	1400	晴	重	11:10	F5二　3歳		2008-2-5	22	園田	1	(馬齢)		1	330	3	1	100	1	8	100	3	1-8	420	2	1-8	150	3	1-2	140	2	2-8	130	1	1=>8	630	1	1-2-8	270	1	6,1,8,3,2,7,(4,5)	61823754	1,8,(2,3),6,4,5,7	18236457			2.0	100	2.0						
200850020502	ダ	右	1400	晴	重	11:40	F5一　3歳		2008-2-5	22	園田	1	(馬齢)		8	800	3	8	150	4	7	140	2	7-8	500	3	7-8	200	1	6-8	360	5	6-7	200	2	8=>7	1760	7	6-7-8	700	1	3,6,7,(1,2),8,4,5	3,7,6,(1,8),2,4,5	6,7,3,8,(2,4),5,1	6,8,7,(2,3),(1,4),5			6.0	140	3.0						
200850020503	ダ	右	1400	晴	重	12:10	D7四　4歳以上		2008-2-5	22	園田	1	(馬齢)		6	140	1	6	120	2	5	120	1	5-6	400	2	5-6	200	2	4-6	720	8	4-5	2,090	17	6=>5	520	2	4-5-6	5570	13	65821347	65821437	6,5,8,(3,7),1,2,4	65387142			4.0	460	6.0						
200850020504	ダ	右	1400	曇	重	12:40	D7三　4歳以上		2008-2-5	22	園田	1	(馬齢)		8	110	1	8	100	1	2	230	5	2-8	730	3	2-8	320	5	4-8	160	1	2-4	310	4	8=>2	800	3	2-4-8	670	3	841972563	841972563	841279563	841297563			4.0	190	3.0	2-8	580.0	3.0			
200850020505	ダ	右	1400	曇	重	13:10	D7二　4歳以上		2008-2-5	22	園田	1	(馬齢)		1	340	2	1	170	3	8	100	1	1-8	360	2	1-8	220	2	1-2	500	8	2-8	870	11	1=>8	1220	4	1-2-8	2010	7	827134569	827134569	182734569	1,8-2,3,5,4,7,6-9			2.0	410	6.0	1-8	470.0	2.0			
200850020506	ダ	右	1230	曇	重	13:45	D7一　4歳以上		2008-2-5	22	園田	1	(馬齢)		2	120	1	2	100	1	8	180	4	2-8	310	1	2-8	160	1	2-4	310	4	4-8	680	9	2=>8	400	1	2-4-8	1040	4	249368571	249368571	2,4,(3,8),6,7,5,9,1	2,8,4,3,6,5,(1,7),9			4.0	280	6.0	2-8	300.0	1.0			
200850020507	ダ	右	1400	曇	重	14:20	C1二　4歳以上		2008-2-5	22	園田	1	(馬齢)		9	610	2	9	270	5	2	100	1	2-9	320	1	2-9	200	2	1-9	480	8	1-2	330	4	9=>2	1060	4	1-2-9	1030	5	2,1,6,9,3,5,(4,7),8	2,1,6,(3,9),5,4,7,8	219653748	2,9,1,6,5,4,7,(3,8)			1.0	260	4.0	2-8	320.0	1.0	9=>2=>1	4300.0	14.0
200850020508	ダ	右	1400	曇	重	14:55	C1一　4歳以上		2008-2-5	22	園田	1	(馬齢)		4	230	2	4	110	1	10	140	2	4-10	360	1	4-10	130	1	1-4	340	4	1-10	380	6	4=>10	600	1	1-4-10	900	3	34110685927	34110865927	(3,4,10),(1,7),6,8,5,2,9	4,(3,10),1,(6,7),(2,5),8,9			1.0	180	3.0	4-8	340.0	1.0	4=>10=>1	3350.0	6.0
200850020509	ダ	右	1400	曇	重	15:35	猪名川彫刻の道特別 		2008-2-5	22	園田	1	(馬齢)		2	5400	8	2	870	9	9	250	4	2-9	11770	31	2-9	7,770	44	2-3	2,830	26	3-9	1,160	13	2=>9	32150	58	2-3-9	23730	60	1,3,9,12,(5,10),4,6,8,7,2-11	1,3,9,12,4,10,5,6,8,7,2-11	1,3,9,7,12,10,4,2,8,(5,6)-11	1,3,9,7,2,(10,12),4,8,(5,6),11			3.0	170	3.0	2-7	3840.0	14.0	2=>9=>3	215710.0	396.0
200850020601	ダ	右	1400	曇	重	10:55	F4二　3歳		2008-2-6	22	園田	2	(馬齢)		6	500	4	6	190	2	8	470	6	6-8	3570	10	6-8	780	8	3-6	970	14	3-8	2,040	19	6=>8	5760	18	3-6-8	9390	25	7618325	7,6,1,8,3,(2,5)	7,6,8,1,3,5-2	6,7,8,1,3,5-2											
200850020602	ダ	右	1400	曇	重	11:20	F4一　3歳		2008-2-6	22	園田	2	(馬齢)		5	1880	7	5	410	7	6	220	5	5-6	10860	19	5-6	1,050	15	4-5	3,020	22	4-6	850	13	5=>6	38800	48	4-5-6	46480	52	758439216	7,5,8,4,3,9,2,(1,6)	756431892	5,6,4,7,3,(1,9),2,8			4.0	200	3.0	5-6	15500.0	20.0			
200850020603	ダ	右	1400	曇	重	11:50	D6四　4歳以上		2008-2-6	22	園田	2	(馬齢)		2	140	1	2	120	1	7	330	6	2-7	2130	6	2-7	690	7	2-4	250	2	4-7	1,320	16	2=>7	2610	8	2-4-7	2980	11	2,3,(7,10),4,9,8,5,1,6	23104798516	2,3,10,4,7,9,5,8-1-6	2,(3,4),10,7,9,5,8,1-6			4.0	240	5.0	2-7	820.0	4.0			
200850020604	ダ	右	1400	曇	重	12:20	D6三　4歳以上		2008-2-6	22	園田	2	(馬齢)		5	120	1	5	100	1	6	110	2	5-6	270	1	5-6	160	1	1-5	530	6	1-6	1,270	15	5=>6	330	2	1-5-6	1730	6	41253691087	41523691087	(1,5),4,3,2,7,6,9,8,10	(1,5),4,3,2,(6,7),9,10,8			1.0	240	7.0	5-6	300.0	1.0			
200850020605	ダ	右	1400	曇	重	12:50	D6二　4歳以上		2008-2-6	22	園田	2	(馬齢)		8	560	5	8	230	3	5	270	6	5-8	1570	7	5-8	610	9	3-8	670	10	3-5	590	8	8=>5	2990	13	3-5-8	1990	9	7,5,8,4,1,2,3,6,9-10	7,5,(4,8),1,(2,3),6,9,10	57842316910	75843216910			3.0	260	5.0	5-7	360.0	1.0			
200850020606	ダ	右	1400	曇	重	13:20	D6一　4歳以上		2008-2-6	22	園田	2	(馬齢)		1	530	4	1	120	2	11	130	3	1-11	950	4	1-11	250	4	1-6	220	2	6-11	170	1	1=>11	1970	9	1-6-11	590	2	161138741092	161138741092	111638410972	111638410927			6.0	110	1.0	1-8	900.0	5.0			
200850020607	ダ	右	1700	曇	重	13:50	B2一　4歳以上 		2008-2-6	22	園田	2	(馬齢)		4	110	1	4	100	1	7	110	2	4-7	220	1	4-7	110	1	4-8	130	2	7-8	270	4	4=>7	290	1	4-7-8	360	2	87624153	87264153	84672153	48762135			8.0	160	4.0						
