	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気
200204030701	芝	左	1600	晴	良	10:00	2歳未勝利		2002-8-31	3	新潟	7	2歳未勝利	(混)[指](馬齢)	10	1020	4	10	380	5	3	380	4	16.0	2,140	13.0	2-5	790	4	3-10	4720.0	16.0	3-10	1,540	16.0	10-16	9,180	63.0	3-16	11,720	73.0			12(10,7,11,13,14)(3,6)(2,5,9,15)4,8(1,16)	12(7,11,13,14)(10,6)(3,5,9)(2,15)4(16,8)1	12.8 - 11.7 - 12.5 - 12.8 - 11.9 - 11.4 - 10.9 - 12.0	12.8 - 24.5 - 37.0 - 49.8 - 61.7 - 73.1 - 84.0 - 96.0 (37.0-34.3)	10=>3	9480.0	30.0	3-10-16	92090.0	169.0
200204030702	ダ	左	1200	晴	良	10:25	3歳未勝利		2002-8-31	3	新潟	7	3歳未勝利	[指](馬齢)	9	360	2	9	150	2	8	250	4	2.0	180	3.0	5-6	790	3	8-9	1440.0	5.0	8-9	570	7.0	2-9	480	3.0	2-8	770	11.0			8(6,9)(4,11)(1,2,10)-7-13,14=5,12=3	8(6,9)-(4,11)10(1,2)-(13,7)14-(5,12)=3	12.5 - 11.1 - 11.6 - 12.3 - 13.0 - 13.7	12.5 - 23.6 - 35.2 - 47.5 - 60.5 - 74.2 (35.2-39.0)	9=>8	2720.0	10.0	2-8-9	2520.0	8.0
200204030703	芝	左	2000	晴	良	10:50	3歳未勝利		2002-8-31	3	新潟	7	3歳未勝利	牝[指](馬齢)	13	150	1	13	110	1	12	170	4	1.0	160	3.0	6-7	470	2	12-13	500.0	1.0	12-13	190	1.0	1-13	210	2.0	1-12	490	6.0	9,2(1,8,11)(3,7,12)(4,10,6,13)-15,14-16,5	9(1,2)(8,11)(3,12)7(4,6,13)(10,15)14,16,5	9,2(1,11,12)(8,13)(3,7,6)(4,10,15)-(14,16)5	9(2,12)(1,11,13)8(3,7,6,15)(4,10)-(14,16)5	12.2 - 11.4 - 13.1 - 13.6 - 13.1 - 13.0 - 12.5 - 11.5 - 11.5 - 12.0	12.2 - 23.6 - 36.7 - 50.3 - 63.4 - 76.4 - 88.9 - 100.4 - 111.9 - 123.9 (36.7-35.0)	13=>12	720.0	1.0	1-12-13	980.0	1.0
200204030704	ダ	左	1800	晴	良	11:20	3歳未勝利		2002-8-31	3	新潟	7	3歳未勝利	(混)[指](馬齢)	7	260	1	7	130	1	10	240	5	2.0	900	9.0	5-6	1020	5	7-10	1070.0	4.0	7-10	550	4.0	2-7	1,130	13.0	2-10	4,200	36.0	7(9,13)(4,5,10,14)(2,3,11)(8,12)1-6	7,13,9(4,5,10)(2,3,11,14)(8,12)1,6	(*7,13)-10,5,11(9,3,12)(2,4)(8,14)(1,6)	(*7,13)-(5,10)11-(3,12)9(2,4,8)1(14,6)	12.9 - 11.7 - 13.2 - 14.0 - 13.7 - 13.3 - 12.8 - 12.3 - 13.0	12.9 - 24.6 - 37.8 - 51.8 - 65.5 - 78.8 - 91.6 - 103.9 - 116.9 (37.8-38.1)	7=>10	1740.0	4.0	2-7-10	11260.0	34.0
200204030705	障		2890	晴	良	11:50	障害3歳以上オープン		2002-8-31	3	新潟	7	障害3歳以上オープン	(混)(別定)	2	6480	12	2	880	9	1	240	3	9.0	580	6.0	1-2	14830	28	1-2	16750.0	39.0	1-2	4,410	41.0	2-9	8,240	57.0	1-9	2,260	24.0	(11,*3)=12=9-7-1(4,10)6,5(2,8)	(11,*3)=12=9-7-(4,1)10(6,5)2-8	3-11,12-9(10,1)(6,5)4=2-8 7	3-(11,9)(10,1,6)(12,5)-4-2-8 7			2=>1	61050.0	96.0	1-2-9	93690.0	171.0
200204030706	芝	左	1400	晴	良	12:50	2歳新馬		2002-8-31	3	新潟	7	2歳新馬	[指](馬齢)	9	1070	4	9	250	4	2	490	6	8.0	210	2.0	1-5	4930	15	2-9	6220.0	18.0	2-9	1,680	16.0	8-9	940	9.0	2-8	1,350	12.0			8(4,7,15)14-(10,11,13,12)(5,9,6)2(3,16)=1	8(7,15)(4,14)(11,12)(10,13)(5,9,6)2,16,3 1	12.4 - 10.4 - 11.2 - 12.1 - 12.1 - 12.3 - 12.9	12.4 - 22.8 - 34.0 - 46.1 - 58.2 - 70.5 - 83.4 (34.0-37.3)	9=>2	15400.0	38.0	2-8-9	9510.0	29.0
200204030707	芝	左	1600	晴	良	13:20	3歳未勝利		2002-8-31	3	新潟	7	3歳未勝利	(混)[指](馬齢)	4	710	4	4	330	5	15	840	9	3.0	790	8.0	2-8	6290	21	4-15	10470.0	39.0	4-15	3,510	43.0	3-4	2,310	27.0	3-15	5,380	50.0			(*3,7)(5,8)(2,10)9(4,14)-15,11(6,12)(1,13)-16	(*3,7)(5,2,8)10(4,9)-(15,14)11(6,12)(1,13)16	12.8 - 11.2 - 11.9 - 12.2 - 11.8 - 11.4 - 11.5 - 12.5	12.8 - 24.0 - 35.9 - 48.1 - 59.9 - 71.3 - 82.8 - 95.3 (35.9-35.4)	4=>15	18800.0	65.0	3-4-15	48370.0	125.0
200204030708	ダ	左	1800	晴	良	13:55	3歳以上500万下		2002-8-31	3	新潟	7	3歳以上500万下	牝[指](別定)	12	210	1	12	120	1	6	130	2	2.0	150	3.0	4-7	330	1	6-12	480.0	2.0	6-12	200	1.0	2-12	250	2.0	2-6	320	3.0	2,7-12(8,6)(5,10,13)14-9-(1,11)4,3	2-7-12,8(6,10,13)5,14-9-(1,11)4-3	2(6,7,12)10,13(8,14)-9,5-1-(4,11)-3	(*2,7)(6,12,10)8(13,14)(5,9)-1-(4,11)=3	12.8 - 11.1 - 12.6 - 12.8 - 12.9 - 13.2 - 12.9 - 12.6 - 12.3	12.8 - 23.9 - 36.5 - 49.3 - 62.2 - 75.4 - 88.3 - 100.9 - 113.2 (36.5-37.8)	12=>6	700.0	1.0	2-6-12	730.0	1.0
200204030709	芝	左	1600	晴	良	14:30	三国特別 		2002-8-31	3	新潟	7	3歳以上500万下	(混)[指](別定)	15	330	1	15	160	1	14	240	4	1.0	890	12.0	7-8	760	2	14-15	1190.0	3.0	14-15	610	4.0	1-15	2,580	34.0	1-14	3,890	48.0			6,7(1,13)(2,10,15)12-3(5,8,14)(4,9)16,11	6,7(1,13)(10,15)(2,12)(5,3,14)(4,8)(9,16)11	12.6 - 11.1 - 11.9 - 12.3 - 12.2 - 11.5 - 10.6 - 11.9	12.6 - 23.7 - 35.6 - 47.9 - 60.1 - 71.6 - 82.2 - 94.1 (35.6-34.0)	15=>14	1930.0	3.0	1-14-15	19750.0	69.0
200204030710	芝	左	1800	晴	良	15:05	魚野川特別 		2002-8-31	3	新潟	7	3歳以上1000万下	(混)(特指)(別定)	14	330	1	14	130	3	11	130	2	6.0	120	1.0	6-7	610	3	11-14	630.0	2.0	11-14	250	2.0	6-14	280	3.0	6-11	220	1.0			14(3,11)15(4,13)16(2,6)(12,8)(7,10)5(1,9)	14(3,11)(4,15,13)(2,6,16)7,12(5,8,10)(1,9)	13.0 - 11.6 - 11.8 - 12.2 - 12.2 - 12.1 - 11.0 - 10.6 - 11.7	13.0 - 24.6 - 36.4 - 48.6 - 60.8 - 72.9 - 83.9 - 94.5 - 106.2 (36.4-33.3)	14=>11	1190.0	1.0	6-11-14	770.0	1.0
200204030711	ダ	左	1200	晴	良	15:40	BSN賞 		2002-8-31	3	新潟	7	3歳以上オープン	(混)(特指)(別定)	1	870	3	1	240	3	9	440	6	3.0	250	5.0	1-8	4610	16	1-9	6100.0	17.0	1-9	1,420	16.0	1-3	940	11.0	3-9	1,770	20.0			1-6(4,9)(2,10)-5(3,7)8	1-(4,6,9)(2,10)-(3,5)(8,7)	12.2 - 11.4 - 11.5 - 12.0 - 11.8 - 12.6	12.2 - 23.6 - 35.1 - 47.1 - 58.9 - 71.5 (35.1-36.4)	1=>9	13970.0	32.0	1-3-9	12210.0	35.0
200204030712	芝	直	1000	晴	良	16:15	3歳以上500万下		2002-8-31	3	新潟	7	3歳以上500万下	(混)[指](別定)	12	370	1	12	150	1	7	150	2	4.0	200	4.0	4-6	460	1	7-12	850.0	1.0	7-12	360	1.0	4-12	530	5.0	4-7	450	3.0					12.0 - 10.2 - 10.7 - 10.4 - 11.6	12.0 - 22.2 - 32.9 - 43.3 - 54.9 (32.9-32.7)	12=>7	1510.0	1.0	4-7-12	1880.0	2.0
200204030801	ダ	左	1200	晴	良	10:00	2歳未勝利		2002-9-1	3	新潟	8	2歳未勝利	(混)[指](馬齢)	12	140	1	12	100	1	6	120	2	9.0	150	3.0	4-7	350	1	6-12	400.0	1.0	6-12	160	1.0	9-12	230	2.0	6-9	380	4.0			12,5(1,3,7,14)(4,10)6(2,13,9)-8,11	12,5(7,14,10)(1,3)(4,6,9)-2,11,13,8	12.4 - 11.4 - 11.9 - 12.6 - 12.1 - 12.6	12.4 - 23.8 - 35.7 - 48.3 - 60.4 - 73.0 (35.7-37.3)	12=>6	530.0	1.0	6-9-12	730.0	1.0
200204030802	ダ	左	1200	晴	良	10:25	3歳未勝利		2002-9-1	3	新潟	8	3歳未勝利	[指](馬齢)	5	170	1	5	110	1	6	890	8	7.0	270	6.0	4-5	670	3	5-6	4380.0	13.0	5-6	1,440	16.0	5-7	340	4.0	6-7	4,840	28.0			6(8,7)9(5,10)(11,12)13-1(4,3)-2	6(8,7,9)(5,10)(11,12)13-(1,4)3-2	12.4 - 11.3 - 12.0 - 12.4 - 12.4 - 12.9	12.4 - 23.7 - 35.7 - 48.1 - 60.5 - 73.4 (35.7-37.7)	5=>6	4920.0	15.0	5-6-7	8330.0	26.0
200204030803	芝	直	1000	晴	良	10:50	3歳未勝利		2002-9-1	3	新潟	8	3歳未勝利	(混)[指](馬齢)	14	280	2	14	110	1	2	130	2	13.0	470	7.0	1-7	360	1	2-14	400.0	1.0	2-14	180	1.0	13-14	840	8.0	2-13	1,260	13.0					12.3 - 10.2 - 10.9 - 10.1 - 12.7	12.3 - 22.5 - 33.4 - 43.5 - 56.2 (33.4-33.7)	14=>2	700.0	1.0	2-13-14	3620.0	8.0
200204030804	ダ	左	1800	晴	良	11:20	3歳未勝利		2002-9-1	3	新潟	8	3歳未勝利	[指](馬齢)	3	910	5	3	330	6	9	380	7	1.0	200	2.0	3-6	6420	21	3-9	5720.0	26.0	3-9	1,550	23.0	1-3	870	10.0	1-9	770	9.0	8(7,5)12(6,11)1(4,13)9(3,10)14,2	8(7,5)(6,12)(1,11,13)4(3,9)-(10,14)2	8-(7,5)6,1(11,12,13)(4,9)3-(10,14)2	8(6,7)(5,1)11(4,9,3)(12,13)(10,14)2	12.6 - 11.0 - 12.4 - 12.9 - 12.8 - 13.2 - 14.1 - 13.2 - 13.1	12.6 - 23.6 - 36.0 - 48.9 - 61.7 - 74.9 - 89.0 - 102.2 - 115.3 (36.0-40.4)	3=>9	12480.0	52.0	1-3-9	5840.0	21.0
200204030805	障		2890	晴	良	11:50	障害3歳以上未勝利		2002-9-1	3	新潟	8	障害3歳以上未勝利	(混)(馬齢)	2	320	1	2	120	2	8	120	1	10.0	130	3.0	2-7	530	2	2-8	570.0	2.0	2-8	230	2.0	2-10	300	3.0	8-10	190	1.0	1=(3,4)2-5-7,8,10-6-(9,11)	1=(3,2)4=(5,8)7,10-6-9,11	1=2-8,4-10=7=(6,9)=5,11 3	1-2-8-10-4=7-(6,9)=(5,11) 3			2=>8	1010.0	1.0	2-8-10	600.0	1.0
200204030806	芝	左	1800	晴	良	12:50	2歳新馬		2002-9-1	3	新潟	8	2歳新馬	(混)[指](馬齢)	14	1180	5	14	300	5	2	260	4	11.0	130	1.0	1-7	3310	17	2-14	8750.0	30.0	2-14	2,380	29.0	11-14	800	7.0	2-11	540	3.0			(8,*10)14(5,16)(4,3,11,9)(1,7,13)(6,12)(2,15)	(8,*10)(14,16)5(4,3,11)(1,7,9)(2,6,13)-(12,15)	12.5 - 11.3 - 12.0 - 12.4 - 12.0 - 12.1 - 12.0 - 11.3 - 12.2	12.5 - 23.8 - 35.8 - 48.2 - 60.2 - 72.3 - 84.3 - 95.6 - 107.8 (35.8-35.5)	14=>2	21240.0	65.0	2-11-14	7940.0	22.0
200204030807	芝	左	2200	晴	良	13:20	3歳以上500万下		2002-9-1	3	新潟	8	3歳以上500万下	(混)(特指)(別定)	3	170	1	3	110	1	5	180	4	12.0	160	2.0	3-4	640	3	3-5	730.0	3.0	3-5	310	3.0	3-12	210	1.0	5-12	610	8.0	9(3,14)(11,12)(6,10)(2,7,13)(4,8)(1,5)	9,14,3(11,12)(6,10)(7,13)(2,8)(4,5)1	(*9,14,12)(3,10,13)(7,8)(6,5)(11,2,4)-1	(*9,14,12)(3,10,13)(7,8)(6,5)(2,4)-11,1	12.6 - 11.8 - 11.8 - 12.7 - 13.1 - 12.7 - 12.4 - 12.1 - 11.3 - 11.6 - 12.0	12.6 - 24.4 - 36.2 - 48.9 - 62.0 - 74.7 - 87.1 - 99.2 - 110.5 - 122.1 - 134.1 (36.2-34.9)	3=>5	980.0	3.0	3-5-12	1300.0	3.0
200204030808	ダ	左	1200	晴	良	13:50	3歳以上500万下		2002-9-1	3	新潟	8	3歳以上500万下	[指](別定)	5	540	3	5	180	3	4	150	1	9.0	300	6.0	3-4	600	1	4-5	1060.0	2.0	4-5	430	2.0	5-9	1,130	17.0	4-9	850	11.0			(*4,7)(13,14)9(5,11,12)-(2,6)(3,10)1-8	(*4,7)(13,14)(9,5)(11,12)(2,6)3(1,10)-8	12.3 - 10.7 - 11.2 - 12.4 - 12.5 - 13.1	12.3 - 23.0 - 34.2 - 46.6 - 59.1 - 72.2 (34.2-38.0)	5=>4	2390.0	5.0	4-5-9	4120.0	12.0
200204030809	ダ	左	1800	晴	良	14:25	両津湾特別 		2002-9-1	3	新潟	8	3歳以上500万下	(混)[指](別定)	2	150	1	2	110	1	3	430	6	7.0	200	4.0	2-3	410	2	2-3	1210.0	5.0	2-3	700	7.0	2-7	340	3.0	3-7	2,410	22.0	(4,*10)9(2,7)(6,13)-(1,3,11)-(5,12,14)-8	(*4,10)(2,7,9)(6,13)(1,3)11-5(12,14)-8	(*4,10)(2,7)(6,9)(3,13)-(1,11)-5,12,8,14	(*4,10)(2,7)(3,6)(9,13)-(1,11)5(12,8)-14	13.0 - 11.2 - 12.5 - 13.1 - 12.3 - 12.3 - 12.8 - 13.2 - 13.4	13.0 - 24.2 - 36.7 - 49.8 - 62.1 - 74.4 - 87.2 - 100.4 - 113.8 (36.7-39.4)	2=>3	1600.0	6.0	2-3-7	4320.0	14.0
200204030810	芝	左	1400	晴	良	15:00	月岡特別 		2002-9-1	3	新潟	8	3歳以上1000万下	(混)[指](ハンデ)	13	220	1	13	130	1	15	180	2	4.0	450	9.0	7-8	460	1	13-15	550.0	1.0	13-15	230	1.0	4-13	1,000	12.0	4-15	1,700	24.0			7(12,14)(9,13)15(10,11,8,16)(4,1)(3,5,6)2	7(12,14)13(9,15)(10,11)(4,1,8,16)(3,2,6)5	12.4 - 10.8 - 11.0 - 11.7 - 11.4 - 11.9 - 11.6	12.4 - 23.2 - 34.2 - 45.9 - 57.3 - 69.2 - 80.8 (34.2-34.9)	13=>15	830.0	1.0	4-13-15	4480.0	12.0
200204030811	芝	左	1600	晴	良	15:35	新潟2歳ステークス	G3	2002-9-1	3	新潟	8	2歳オープン	(混)(特指)(定量)	12	620	4	12	200	5	11	390	6	3.0	140	1.0	6-6	4930	17	11-12	4870.0	16.0	11-12	1,480	15.0	3-12	440	3.0	3-11	820	9.0			10,15(4,5,11,14,16)(3,8)(2,12)(7,6,13)1,9	10,15(4,11)(5,14,16)(3,8)(2,12)(1,7,6)(9,13)	12.7 - 10.9 - 11.6 - 11.9 - 12.0 - 11.5 - 11.2 - 12.0	12.7 - 23.6 - 35.2 - 47.1 - 59.1 - 70.6 - 81.8 - 93.8 (35.2-34.7)	12=>11	9190.0	28.0	3-11-12	5120.0	13.0
200204040101	芝	直	1000	曇	良	10:00	2歳未勝利		2002-9-7	4	新潟	1	2歳未勝利	(混)[指](馬齢)	5	180	1	5	100	1	2	100	2	4.0	100	3.0	2-5	240	1	2-5	250.0	1.0	2-5	110	1.0	4-5	150	2.0	2-4	170	3.0					12.2 - 10.3 - 11.0 - 10.0 - 12.2	12.2 - 22.5 - 33.5 - 43.5 - 55.7 (33.5-33.2)	5=>2	380.0	1.0	2-4-5	260.0	1.0
200204040102	ダ	左	1200	曇	稍重	10:25	2歳新馬		2002-9-7	4	新潟	1	2歳新馬	(混)[指](馬齢)	4	540	3	4	180	2	2	180	3	12.0	300	6.0	2-3	1200	6	2-4	1310.0	5.0	2-4	440	5.0	4-12	900	12.0	2-12	770	10.0			13,10,5,2,9,12,4,3-(7,14)(1,6,11)-8	13,10(5,2)(12,9)4,3=(7,11)14(1,6)-8	12.4 - 11.3 - 12.1 - 13.5 - 13.2 - 13.2	12.4 - 23.7 - 35.8 - 49.3 - 62.5 - 75.7 (35.8-39.9)	4=>2	3140.0	11.0	2-4-12	4160.0	15.0
200204040103	芝	左	1400	曇	良	10:50	2歳新馬		2002-9-7	4	新潟	1	2歳新馬	[指](馬齢)	13	340	2	13	200	2	16	1,420	12	12.0	2,250	16.0	7-8	1180	6	13-16	9090.0	24.0	13-16	3,020	28.0	12-13	4,380	43.0	12-16	28,060	123.0			(*13,18)12,16(7,8,9)15(3,4,10)5,14-(11,17)1,2,6	13(12,18,16,9)(7,8,15)(3,4,10)5(11,17,14)-1,2,6	12.4 - 11.1 - 11.4 - 12.0 - 12.3 - 11.8 - 11.9	12.4 - 23.5 - 34.9 - 46.9 - 59.2 - 71.0 - 82.9 (34.9-36.0)	13=>16	11470.0	32.0	12-13-16	217340.0	342.0
200204040104	ダ	左	1800	曇	稍重	11:20	3歳未勝利		2002-9-7	4	新潟	1	3歳未勝利	牝[指](馬齢)	10	300	1	10	150	3	11	230	5	4.0	150	2.0	6-7	730	4	10-11	1720.0	6.0	10-11	700	8.0	4-10	330	3.0	4-11	750	11.0	(*12,13)(4,6,10)(5,11)8,7(2,9)-(1,3)-14	(*12,13)(4,6,10)(5,8,11)(7,9)-2-(1,3)-14	9(12,13,10,11)(4,6)(8,7)5,3(2,1)=14	9(13,10,11)12(4,6)(8,7)5(2,1,3)=14	13.1 - 11.7 - 13.4 - 13.7 - 13.6 - 12.8 - 13.2 - 12.3 - 12.7	13.1 - 24.8 - 38.2 - 51.9 - 65.5 - 78.3 - 91.5 - 103.8 - 116.5 (38.2-38.2)	10=>11	2550.0	8.0	4-10-11	2450.0	8.0
200204040105	障		2850	曇	良	11:50	障害3歳以上未勝利		2002-9-7	4	新潟	1	障害3歳以上未勝利	(馬齢)	3	280	1	3	140	1	4	190	3	7.0	1,670	11.0	3-4	690	3	3-4	740.0	2.0	3-4	360	2.0	3-7	3,720	39.0	4-7	6,480	47.0	(*3,6)-1,5,8,4(7,9)10,2,11	(*3,6)-1(7,5)(4,8)9-(2,10)-11	3-(7,6)4,1-5-8,10(2,9)-11	3,7,4(1,6)5=(8,10)2,9,11			3=>4	1070.0	2.0	3-4-7	34130.0	88.0
200204040106	ダ	左	1200	曇	稍重	12:50	3歳未勝利		2002-9-7	4	新潟	1	3歳未勝利	[指](馬齢)	5	1870	7	5	560	7	7	270	4	8.0	440	6.0	4-5	4060	15	5-7	6010.0	21.0	5-7	1,670	19.0	5-8	2,150	23.0	7-8	1,430	16.0			5(1,2,8)11(6,7,12,13)14,3,10=4-9	5-(1,8)6(2,11)(7,12)(3,13,14)10=4-9	12.3 - 11.3 - 11.8 - 12.6 - 12.3 - 13.2	12.3 - 23.6 - 35.4 - 48.0 - 60.3 - 73.5 (35.4-38.1)	5=>7	12500.0	43.0	5-7-8	17700.0	54.0
200204040107	芝	左	1800	曇	良	13:20	3歳未勝利		2002-9-7	4	新潟	1	3歳未勝利	(混)[指](馬齢)	1	1230	7	1	370	5	13	220	2	5.0	420	7.0	1-7	1730	9	1-13	3570.0	16.0	1-13	1,440	19.0	1-5	1,640	21.0	5-13	1,300	15.0			2=13-5(1,7)11(3,10,12)17-(14,18)(15,16)8,4(6,9)	2=13-5(1,7)(3,11,12)10,17,14(15,18)16,8,6(4,9)	12.4 - 11.0 - 11.3 - 12.1 - 12.0 - 12.5 - 12.4 - 12.1 - 12.2	12.4 - 23.4 - 34.7 - 46.8 - 58.8 - 71.3 - 83.7 - 95.8 - 108.0 (34.7-36.7)	1=>13	8420.0	34.0	1-5-13	14490.0	50.0
200204040108	ダ	左	1800	曇	良	13:55	3歳以上500万下		2002-9-7	4	新潟	1	3歳以上500万下	[指](別定)	4	1620	4	4	190	4	11	100	1	8.0	160	3.0	3-7	630	3	4-11	840.0	3.0	4-11	360	3.0	4-8	850	10.0	8-11	200	2.0	4-(2,6,11)(3,8,12)13-1(7,9)5-10,14	4(2,6)(8,11)(3,12)-13-1,7(5,9)-10-14	4(6,11)12(2,8)-3-(13,9)7-14,1(10,5)	4(6,11)(8,12)2,3-9,13,7,14(1,10,5)	12.5 - 11.0 - 12.5 - 13.1 - 12.9 - 13.0 - 13.2 - 12.9 - 13.1	12.5 - 23.5 - 36.0 - 49.1 - 62.0 - 75.0 - 88.2 - 101.1 - 114.2 (36.0-39.2)	4=>11	3930.0	13.0	4-8-11	1470.0	3.0
200204040109	芝	左	2000	曇	良	14:30	羽黒山特別 		2002-9-7	4	新潟	1	3歳以上500万下	(混)[指](別定)	4	1230	5	4	180	5	7	120	1	8.0	140	2.0	4-7	930	5	4-7	1680.0	7.0	4-7	580	7.0	4-8	760	10.0	7-8	200	1.0			(*1,2)(3,9,7)(4,6,10)5-8	(*1,2)(3,9)(5,4,7)(6,10)-8	13.1 - 11.6 - 12.5 - 12.9 - 13.2 - 12.7 - 12.4 - 11.6 - 10.7 - 11.6	13.1 - 24.7 - 37.2 - 50.1 - 63.3 - 76.0 - 88.4 - 100.0 - 110.7 - 122.3 (37.2-33.9)	4=>7	4470.0	17.0	4-7-8	1590.0	5.0
200204040110	芝	左	1200	曇	良	15:05	初風特別 		2002-9-7	4	新潟	1	3歳以上1000万下	(混)(特指)(別定)	7	3510	7	7	540	8	4	130	1	5.0	130	2.0	2-4	6230	20	4-7	6220.0	16.0	4-7	1,590	15.0	5-7	1,550	14.0	4-5	200	1.0			2,4,9,7(10,13)3,6(11,18)5(1,8,16)(17,12)(14,15)	2,4,9(7,13)(3,10,18)(6,11)(5,1,16)(17,8,12)(14,15)	12.0 - 10.4 - 11.2 - 11.5 - 11.5 - 11.8	12.0 - 22.4 - 33.6 - 45.1 - 56.6 - 68.4 (33.6-34.8)	7=>4	18060.0	50.0	4-5-7	4090.0	11.0
200204040111	芝	左	1800	曇	良	15:40	紫苑ステークス 		2002-9-7	4	新潟	1	3歳オープン	(混)	7	670	4	7	200	4	3	1,260	11	10.0	130	1.0	3-5	9980	22	3-7	19990.0	41.0	3-7	4,540	43.0	7-10	360	2.0	3-10	2,250	26.0			1,5(4,7,8)(10,9)(3,13,12,11)6-2	1,5(4,7,8)(10,9)3(13,12,11)6-2	12.6 - 11.4 - 12.3 - 12.7 - 12.8 - 12.0 - 11.3 - 10.5 - 11.4	12.6 - 24.0 - 36.3 - 49.0 - 61.8 - 73.8 - 85.1 - 95.6 - 107.0 (36.3-33.2)	7=>3	34470.0	76.0	3-7-10	11940.0	40.0
200204040201	芝	左	1400	曇	良	10:00	2歳未勝利		2002-9-8	4	新潟	2	2歳未勝利	牝[指](馬齢)	8	200	1	8	110	1	4	130	2	10.0	150	3.0	4-6	390	1	4-8	410.0	1.0	4-8	160	1.0	8-10	270	2.0	4-10	430	5.0			4,8,10,1(2,12)6,7,3(5,9)-11	4(8,10)1,12-(6,2,7)(3,5)-(11,9)	12.4 - 10.9 - 11.7 - 11.9 - 12.1 - 11.5 - 12.3	12.4 - 23.3 - 35.0 - 46.9 - 59.0 - 70.5 - 82.8 (35.0-35.9)	8=>4	630.0	1.0	4-8-10	850.0	1.0
200204040202	ダ	左	1800	曇	良	10:25	3歳未勝利		2002-9-8	4	新潟	2	3歳未勝利	[指](馬齢)	4	590	4	4	240	4	12	170	3	13.0	350	6.0	3-7	270	1	4-12	1270.0	5.0	4-12	380	3.0	4-13	1,110	17.0	12-13	880	10.0	(2,*7,9,11)(1,3,6,12,13)-(8,14)4-5,10	(7,*11)2(9,13)(1,3)12,6,14(4,8)-5-10	(*7,11,13,12)(2,9,3,14)(1,4)6(8,5,10)	(7,*13,12)(11,14)3(2,9,4)1-(8,5,6)10	12.8 - 11.3 - 12.5 - 12.9 - 13.0 - 13.5 - 13.8 - 13.1 - 13.6	12.8 - 24.1 - 36.6 - 49.5 - 62.5 - 76.0 - 89.8 - 102.9 - 116.5 (36.6-40.5)	4=>12	2780.0	9.0	4-12-13	4350.0	16.0
200204040203	ダ	左	1200	曇	良	10:50	3歳未勝利		2002-9-8	4	新潟	2	3歳未勝利	(混)[指](馬齢)	13	200	1	13	110	1	7	160	4	3.0	120	2.0	5-8	550	2	7-13	720.0	2.0	7-13	270	2.0	3-13	180	1.0	3-7	410	6.0			13(3,7,14)4(2,12)-1,11(6,5)8,9,10	13(3,7,14)(4,12)2-5,1,11(6,8)-9-10	12.5 - 10.9 - 11.8 - 12.6 - 12.2 - 12.4	12.5 - 23.4 - 35.2 - 47.8 - 60.0 - 72.4 (35.2-37.2)	13=>7	1040.0	2.0	3-7-13	930.0	2.0
200204040204	芝	左	1600	曇	良	11:20	2歳新馬		2002-9-8	4	新潟	2	2歳新馬	牝[指](馬齢)	3	370	3	3	120	2	1	120	1	7.0	150	4.0	1-3	480	2	1-3	460.0	2.0	1-3	210	2.0	3-7	390	6.0	1-7	380	5.0			(1,*11)-(9,10)2(3,7)5-4-6,8	(*1,11)2,10(5,9,7)3,4=(6,8)	12.9 - 11.3 - 11.7 - 12.1 - 12.4 - 12.0 - 11.5 - 12.7	12.9 - 24.2 - 35.9 - 48.0 - 60.4 - 72.4 - 83.9 - 96.6 (35.9-36.2)	3=>1	1080.0	4.0	1-3-7	990.0	2.0
200204040205	芝	左	1800	曇	良	11:50	2歳新馬		2002-9-8	4	新潟	2	2歳新馬	(混)[指](馬齢)	5	780	3	5	190	3	2	260	4	7.0	110	1.0	2-5	4690	14	2-5	4020.0	14.0	2-5	1,160	15.0	5-7	240	2.0	2-7	550	7.0			5-(3,4)7,2(6,9)-(1,8)	5-(3,4)7(2,6,9)-(1,8)	13.1 - 11.5 - 12.2 - 13.1 - 13.2 - 13.3 - 12.4 - 10.7 - 11.4	13.1 - 24.6 - 36.8 - 49.9 - 63.1 - 76.4 - 88.8 - 99.5 - 110.9 (36.8-34.5)	5=>2	8870.0	26.0	2-5-7	2250.0	6.0
200204040206	芝	直	1000	晴	良	12:50	3歳未勝利		2002-9-8	4	新潟	2	3歳未勝利	[指](馬齢)	15	590	3	15	170	3	14	140	2	11.0	280	4.0	7-7	930	2	14-15	960.0	3.0	14-15	370	3.0	11-15	850	10.0	11-14	640	7.0					11.9 - 10.1 - 10.5 - 10.2 - 12.9	11.9 - 22.0 - 32.5 - 42.7 - 55.6 (32.5-33.6)	15=>14	2350.0	8.0	11-14-15	2590.0	8.0
