	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201153072404	ダ	右	1250	晴	良	13:20	C2四		2011-7-24	7	福山	1	(馬齢)		7.0	110.0	1.0	7.0	110	1.0	1.0	160	2.0				1-7	410.0	3.0	7=>1	510.0	3.0	1-2-7	380.0	2.0	7=>1=>2	1140.0	4.0	1723564	1723654	(1,7)-2,3,6,5,4	7125634														
201153072405	ダ	右	1250	晴	良	13:55	C2三		2011-7-24	7	福山	1	(馬齢)		3.0	290.0	2.0	3.0	180	3.0	1.0	140	1.0				1-3	410.0	2.0	3=>1	920.0	6.0	1-3-5	300.0	1.0	3=>1=>5	1610.0	5.0	1463275	1436275	1,(3,4),6,5,2,7	1354267														
201153072406	ダ	右	1130	晴	良	14:30	C2二		2011-7-24	7	福山	1	(馬齢)		6.0	250.0	2.0	6.0	120	1.0	1.0	200	4.0	4.0	520	7.0	1-6	800.0	5.0	6=>1	1240.0	5.0	1-4-6	10870.0	24.0	6=>1=>4	30950.0	76.0	46581273	46158237	4,6,(1,5,8),3,2,7	64158327														
201153072407	ダ	右	1250	晴	良	15:10	サルビア特別 		2011-7-24	7	福山	1	(馬齢)		1.0	140.0	1.0	1.0	170	3.0	3.0	1,000	7.0				1-3	950.0	5.0	1=>3	1080.0	5.0	1-3-6	1150.0	5.0	1=>3=>6	3750.0	14.0	3617254	3617254	3-6,1,2,7,5-4	3,6,1,2,7,5-4														
201153072408	ダ	右	1250	晴	良	15:45	あさがお特別 		2011-7-24	7	福山	1	(馬齢)		7.0	250.0	2.0	7.0	320	3.0	5.0	580	6.0				5-7	2320.0	9.0	7=>5	4150.0	16.0	5-6-7	1620.0	6.0	7=>5=>6	10800.0	38.0	2471653	2471653	2471653	2746153														
201153072409	ダ	右	1250	晴	良	16:20	暑中見舞い特別 		2011-7-24	7	福山	1	(馬齢)		2.0	5190.0	8.0	2.0	710	8.0	7.0	180	2.0	3.0	380	5.0	2-7	1870.0	7.0	2=>7	8140.0	24.0	2-3-7	4650.0	17.0	2=>7=>3	77490.0	136.0	(1,4),3,8,5,7,2,6	1,4,3,8,2,(5,7),6	14387526	(1,8),7,3,2,6,5,4														
201153072410	ダ	右	1600	晴	良	16:55	B3二		2011-7-24	7	福山	1	(馬齢)		1.0	110.0	1.0	1.0	100	1.0	8.0	130	4.0	5.0	120	2.0	1-8	270.0	1.0	1=>8	280.0	1.0	1-5-8	410.0	1.0	1=>8=>5	890.0	1.0	58136247	58136247	5,8,1-3,6,2-(4,7)	5,8,1-3,6,7,2,4														
201153072510	ダ	右	1600	曇	良	16:50	広島県馬主会会長賞 		2011-7-25	7	福山	2	(馬齢)		3.0	2300.0	6.0	3.0	340	6.0	8.0	530	7.0	7.0	160	3.0	3-8	14450.0	21.0	3=>8	47400.0	51.0	3-7-8	13600.0	29.0	3=>8=>7	159930.0	188.0	38415297	38415297	38421597	3,8,4,2,5,1,(9,7)														
201153072511	ダ	右	1250	曇	良	17:30	C1一		2011-7-25	7	福山	2	(馬齢)		2.0	130.0	1.0	2.0	110	1.0	1.0	280	4.0	3.0	280	5.0	1-2	1250.0	6.0	2=>1	2200.0	9.0	1-2-3	1880.0	9.0	2=>1=>3	7510.0	26.0	(2,4),5,1,9,3,6,7,8	(2,4)-5,1,9,3,6,7,8	241953768	2-1,4,3,9,7,6,8,5														
201153073110	ダ	右	1600	曇	良	16:55	むくげ特別 		2011-7-31	7	福山	3	(別定)		1.0	330.0	2.0	1.0	170	4.0	5.0	180	5.0	7.0	110	1.0	1-5	1240.0	5.0	1=>5	1780.0	9.0	1-5-7	710.0	2.0	1=>5=>7	5410.0	16.0	1,8,7,4,(3,9),2,5	1,8,4,7,3,9,(2,5)	1,8,4,7,(2,5),3,9	1,7,(8,4),2,5,3,9														
201153073111	ダ	右	1600	曇	良	17:30	三次の鵜飼特別 		2011-7-31	7	福山	3	(別定)		6.0	1760.0	5.0	6.0	200	5.0	5.0	110	1.0	7.0	300	6.0	5-6	630.0	3.0	6=>5	2750.0	9.0	5-6-7	4420.0	13.0	6=>5=>7	26290.0	76.0	4,5,1,9,(3,2),6,8,7	4,5,9,1,(3,2),6,8,7	(4,5),1,9,6,3,2,7,8	(4,5),1,6,3,7,9,2,8														
201153080101	ダ	右	1250	曇	良	11:50	「おはようモーニング		2011-8-1	7	福山	4	(馬齢)		4.0	140.0	1.0	4.0	140	2.0	9.0	150	3.0	3.0	440	6.0	4-9	270.0	1.0	4=>9	420.0	2.0	3-4-9	1000.0	3.0	4=>9=>3	2580.0	7.0	(2,8),9,7,3,1,(4,5),6	283914765	(9,4),2,8,3,1,7,6,5	(9,4),2,1,7,3,6,8,5														
201153080102	ダ	右	1250	曇	良	12:20	福山・高知連携魚屋万		2011-8-1	7	福山	4	(馬齢)		7.0	160.0	1.0	7.0	100	1.0	2.0	110	2.0				2-7	130.0	1.0	7=>2	200.0	1.0	2-3-7	150.0	1.0	7=>2=>3	460.0	1.0	7,(2,3),4,1,5,8	7321458	7-2,3,1,5,8,4	7,(2,3)-8,1,5,4														
201153080103	ダ	右	1250	曇	良	12:50	福山・高知連携魚屋万		2011-8-1	7	福山	4	(馬齢)		8.0	100.0	1.0	8.0	100	1.0	1.0	110	3.0	5.0	100	2.0	1-8	330.0	2.0	8=>1	270.0	1.0	1-5-8	300.0	1.0	8=>1=>5	780.0	3.0	14682753	14862753	18472653	(1,8)-4,7,2,5,6,3														
201153080104	ダ	右	1250	曇	良	13:20	3歳3　条件		2011-8-1	7	福山	4	(馬齢)		3.0	280.0	2.0	3.0	120	3.0	9.0	110	1.0	8.0	110	2.0	3-9	950.0	5.0	3=>9	1660.0	7.0	3-8-9	710.0	2.0	3=>9=>8	4520.0	17.0	3,5,8,9,1,7,4=6	3,5,1,8,9,4,7-6	38519476	3,8,1,9-5,4,7,6														
201153080105	ダ	右	1250	曇	良	13:55	福山・高知連携魚屋万		2011-8-1	7	福山	4	(馬齢)		3.0	770.0	3.0	3.0	240	5.0	7.0	240	4.0	5.0	130	2.0	3-7	1980.0	9.0	3=>7	4490.0	19.0	3-5-7	1200.0	5.0	3=>7=>5	14910.0	51.0	37825164	37825164	37821564	37281654														
201153080106	ダ	右	1250	曇	良	14:30	3歳1　条件		2011-8-1	7	福山	4	(馬齢)		7.0	210.0	1.0	7.0	110	1.0	6.0	310	6.0	1.0	120	2.0	6-7	1360.0	6.0	7=>6	1920.0	10.0	1-6-7	630.0	2.0	7=>6=>1	4710.0	18.0	7,9,1,6,8,(2,4),5,3	791826354	791862354	761923854														
201153080107	ダ	右	1130	曇	良	15:05	C1三		2011-8-1	7	福山	4	(馬齢)		5.0	500.0	2.0	5.0	100	3.0	8.0	100	2.0	2.0	100	1.0	5-8	1710.0	6.0	5=>8	2840.0	9.0	2-5-8	460.0	2.0	5=>8=>2	5180.0	19.0	8,(4,5,6),2,9,3,7	85642397	8,5,6,2,4,3,(9,7)	85624397														
201153080108	ダ	右	1250	曇	良	15:40	C1一		2011-8-1	7	福山	4	(馬齢)		3.0	290.0	2.0	3.0	100	1.0	5.0	130	3.0	1.0	630	7.0	3-5	510.0	2.0	3=>5	780.0	2.0	1-3-5	3690.0	11.0	3=>5=>1	9940.0	30.0	3,6,5,8,4,(1,2),7,9	365841279	3,5,6,8-4,1,2,7,9	356814972														
201153080109	ダ	右	1600	曇	良	16:15	ひまわり特別 		2011-8-1	7	福山	4	(馬齢)		2.0	660.0	2.0	2.0	100	2.0	1.0	100	1.0				1-2	150.0	1.0	2=>1	970.0	3.0	1-2-4	980.0	3.0	2=>1=>4	6220.0	17.0	4,6,7,(1,3),2,5	4,6,(1,3,7),2,5	4,(6,2),1,3,7,5	2416357														
201153080110	ダ	右	1600	曇	良	16:50	福山てんまや賞 		2011-8-1	7	福山	4	(別定)		3.0	230.0	2.0	3.0	100	1.0	1.0	120	3.0	2.0	100	2.0	1-3	410.0	2.0	3=>1	500.0	2.0	1-2-3	200.0	1.0	3=>1=>2	890.0	2.0	2,3,7,1-6,8,4,5	23176845	23176485	23167485														
201153080610	ダ	右	1250	晴	良	16:55	はづきスプリント 		2011-8-6	8	福山	1	(別定)		3.0	150.0	1.0										1-3	300.0	2.0	3=>1	440.0	2.0	1-2-3	140.0	1.0	3=>1=>2	540.0	2.0	3215	3215	3215	3215														
201153080706	ダ	右	1130	曇	良	14:30	C1一		2011-8-7	8	福山	2	(馬齢)		1.0	140.0	1.0	1.0	110	1.0	4.0	200	3.0				1-4	770.0	4.0	1=>4	1020.0	4.0	1-3-4	330.0	2.0	1=>4=>3	2170.0	9.0	1,3,2,(4,6),7,5	1342675	1342675	1342675														
201153080707	ダ	右	1250	曇	良	15:05	福山・高知連携対潮楼		2011-8-7	8	福山	2	(馬齢)		2.0	260.0	2.0	2.0	110	2.0	6.0	100	1.0				2-6	150.0	1.0	2=>6	380.0	2.0	2-3-6	2030.0	7.0	2=>6=>3	6330.0	20.0	2546173	2541673	2564137	2654317														
201153080708	ダ	右	1250	曇	良	15:40	3歳1　条件		2011-8-7	8	福山	2	(馬齢)		4.0	210.0	1.0	4.0	160	2.0	2.0	550	7.0	6.0	460	5.0	2-4	2310.0	9.0	4=>2	2370.0	11.0	2-4-6	8930.0	28.0	4=>2=>6	40020.0	121.0	48271536	48271536	48271356	42783165														
201153080709	ダ	右	1250	曇	良	16:15	沼隈ぶどう特別 		2011-8-7	8	福山	2	(馬齢)		6.0	120.0	1.0	6.0	100	2.0	4.0	100	1.0	5.0	110	3.0	4-6	330.0	1.0	6=>4	310.0	1.0	4-5-6	340.0	1.0	6=>4=>5	730.0	1.0	695412738	694527813	694527813	649527831														
201153080710	ダ	右	1600	曇	良	16:50	門別町農業協同組合長 		2011-8-7	8	福山	2	(馬齢)		6.0	100.0	1.0	6.0	100	1.0	3.0	190	3.0				3-6	360.0	2.0	6=>3	360.0	2.0	3-4-6	280.0	1.0	6=>3=>4	640.0	2.0	6754123	6745312	6,(4,3),5,(7,1),2	6345127														
201153081301	ダ	右	1250	晴	良	11:50	「おはようモーニング		2011-8-13	8	福山	3	(馬齢)		3.0	1440.0	4.0	3.0	570	4.0	5.0	240	2.0				3-5	2370.0	5.0	3=>5	7280.0	11.0	3-5-6	550.0	2.0	3=>5=>6	13290.0	27.0	1,3,6,(2,5),7,4	1362574	1,3,5,6,(2,4),7	(3,5),1,6,4,2,7														
201153081302	ダ	右	1250	晴	良	12:20	2歳3		2011-8-13	8	福山	3	(馬齢)		6.0	340.0	3.0	6.0	170	3.0	5.0	140	1.0				5-6	230.0	1.0	6=>5	780.0	4.0	1-5-6	330.0	3.0	6=>5=>1	1680.0	8.0	356124	3,5,(1,6)-2,4	3,(5,6),1=4,2	6,3,5,1=4,2														
201153081303	ダ	右	1250	晴	良	12:50	2歳2		2011-8-13	8	福山	3	(馬齢)		1.0	510.0	4.0	1.0	290	3.0	2.0	570	7.0				1-2	2290.0	11.0	1=>2	4000.0	20.0	1-2-4	3730.0	19.0	1=>2=>4	20830.0	83.0	(6,5),4,3,2,7,1	5,3,2,(6,4),1,7	(5,2)-3,4,6,1,7	2,5,1,4,6-3-7														
201153081304	ダ	右	1250	晴	良	13:20	C3		2011-8-13	8	福山	3	(馬齢)		3.0	490.0	3.0	3.0	100	2.0	6.0	140	4.0	8.0	100	1.0	3-6	1370.0	6.0	3=>6	2600.0	10.0	3-6-8	570.0	2.0	3=>6=>8	5360.0	18.0	68534172	68534172	68354172	63854172														
201153081305	ダ	右	1250	晴	良	13:55	C2三		2011-8-13	8	福山	3	(馬齢)		3.0	190.0	1.0	3.0	120	1.0	7.0	160	3.0	6.0	190	4.0	3-7	240.0	1.0	3=>7	410.0	1.0	3-6-7	1210.0	4.0	3=>7=>6	2330.0	7.0	5,(1,7),3,4,8,6,2	57314862	(5,7),3,1,4,6,8,2	(7,3),4,1,6,8,2,5														
201153081306	ダ	右	1250	晴	良	14:30	C2二		2011-8-13	8	福山	3	(馬齢)		3.0	150.0	1.0	3.0	110	1.0	2.0	170	3.0	1.0	340	6.0	2-3	370.0	2.0	3=>2	540.0	2.0	1-2-3	1050.0	4.0	3=>2=>1	2460.0	7.0	3,7,8,2,(1,4,5),6	37825146	3,7,2,8,(1,5),4,6	37215486														
201153081307	ダ	右	1250	晴	良	15:05	C2一		2011-8-13	8	福山	3	(馬齢)		9.0	740.0	3.0	9.0	120	2.0	3.0	100	1.0	6.0	160	4.0	3-9	330.0	1.0	9=>3	710.0	3.0	3-6-9	420.0	1.0	9=>3=>6	2340.0	6.0	678391452	673891452	678391452	693871542														
201153081308	ダ	右	1250	晴	良	15:40	B3二		2011-8-13	8	福山	3	(馬齢)		4.0	4570.0	7.0	4.0	720	7.0	5.0	380	6.0	3.0	130	1.0	4-5	12100.0	21.0	4=>5	34190.0	41.0	3-4-5	3310.0	13.0	4=>5=>3	84670.0	127.0	36748152	36748152	3,(6,7),4,8,5,1,2	3,4,(6,7),5,8,1,2														
201153081309	ダ	右	1250	晴	良	16:15	B3一		2011-8-13	8	福山	3	(馬齢)		6.0	140.0	1.0	6.0	100	1.0	4.0	100	2.0	1.0	240	5.0	4-6	130.0	1.0	6=>4	180.0	1.0	1-4-6	480.0	2.0	6=>4=>1	670.0	2.0	6,4,8,(1,3),7,5,2	64183572	6,4,1,8,5,3,(2,7)	6,4,1-5,3,2,8,7														
201153081310	ダ	右	1600	晴	良	16:50	全国公営競馬主催者協 		2011-8-13	8	福山	3	(別定)		9.0	120.0	1.0	9.0	110	1.0	2.0	170	4.0	5.0	510	6.0	2-9	410.0	2.0	9=>2	560.0	2.0	2-5-9	3630.0	10.0	9=>2=>5	5890.0	16.0	129846573	128946573	291846537	2,9-1,8,6,4,5,3,7														
201153081402	ダ	右	1600	晴	良	12:20	蓮の花特別 		2011-8-14	8	福山	4	(馬齢)		6.0	150.0	1.0	6.0	100	1.0	3.0	130	2.0				3-6	210.0	1.0	6=>3	270.0	1.0	2-3-6	290.0	2.0	6=>3=>2	720.0	2.0	2,3,6,1,(4,5)	236154	2,(3,6),5,1,4	623541														
201153081403	ダ	右	1600	晴	良	12:50	福山夏まつり特別 		2011-8-14	8	福山	4	(馬齢)		2.0	210.0	1.0	2.0	120	1.0	1.0	140	2.0				1-2	220.0	1.0	2=>1	360.0	2.0	1-2-5	770.0	3.0	2=>1=>5	2140.0	7.0	543261	543261	5,4,3,(2,1),6	5,4,(2,1),6,3														
201153081404	ダ	右	1250	晴	良	13:20	福山・高知連携対潮楼		2011-8-14	8	福山	4	(馬齢)		8.0	330.0	3.0	8.0	100	1.0	4.0	130	4.0	3.0	110	2.0	4-8	500.0	3.0	8=>4	660.0	3.0	3-4-8	450.0	2.0	8=>4=>3	1550.0	6.0	3,8-2,4,7,1,6,5	3,8-(2,4),7,1,6,5	3,8-4,7,2,1,6,5	8,3-4,7-1,6,5,2														
201153081405	ダ	右	1250	晴	良	13:50	福山・高知連携対潮楼		2011-8-14	8	福山	4	(馬齢)		6.0	1330.0	4.0	6.0	220	5.0	7.0	140	3.0	2.0	100	1.0	6-7	1210.0	7.0	6=>7	3840.0	15.0	2-6-7	940.0	5.0	6=>7=>2	12270.0	38.0	4,6,(2,5),7,(1,3),8	4,6,2,5,7,(1,3),8	4,6,(2,7),5,3,1,8	(4,6),(2,7)-(5,3),1,8														
201153081406	ダ	右	1250	晴	良	14:25	福山・高知連携対潮楼		2011-8-14	8	福山	4	(馬齢)		4.0	480.0	3.0	4.0	190	3.0	3.0	510	6.0	7.0	260	4.0	3-4	11170.0	14.0	4=>3	13020.0	19.0	3-4-7	12720.0	21.0	4=>3=>7	159450.0	123.0	43158276	43158276	43176582	43716852														
201153081407	ダ	右	1250	晴	良	15:00	3歳2　条件		2011-8-14	8	福山	4	(馬齢)		3.0	650.0	3.0	3.0	240	3.0	7.0	320	4.0				3-7	2560.0	12.0	3=>7	4030.0	18.0	2-3-7	1190.0	5.0	3=>7=>2	16240.0	62.0	2351674	2315674	2315674	(2,3),(1,5),7,4,6														
201153081408	ダ	右	1250	晴	良	15:40	3歳1　条件		2011-8-14	8	福山	4	(馬齢)		7.0	120.0	1.0	7.0	100	1.0	4.0	460	8.0	2.0	400	7.0	4-7	5490.0	13.0	7=>4	3960.0	10.0	2-4-7	14650.0	31.0	7=>4=>2	86400.0	121.0	36718452	3,6,1,7,(4,8),5,2	36174825	76314285														
201153081409	ダ	右	1250	晴	良	16:15	C1三		2011-8-14	8	福山	4	(馬齢)		8.0	500.0	3.0	8.0	100	1.0	7.0	120	3.0	2.0	130	4.0	7-8	270.0	1.0	8=>7	1090.0	5.0	2-7-8	630.0	3.0	8=>7=>2	4250.0	14.0	1,2,7,8,4,3,6-5	12784635	1,2,7,8,4,6,3-5	1,2,7,(4,8),3,6,5														
201153081410	ダ	右	1600	晴	良	16:50	金杯	G	2011-8-14	8	福山	4	(馬齢)		3.0	140.0	1.0	3.0	100	1.0	2.0	100	2.0	6.0	250	5.0	2-3	170.0	1.0	3=>2	250.0	1.0	2-3-6	970.0	4.0	3=>2=>6	2510.0	8.0	178623495	178623495	7,1,(2,3),6,8,4,5,9	(2,3),7,6,5,4,1,9,8														
201153082003	ダ	右	1600	曇	良	13:05	B3一		2011-8-20	9	福山	1	(馬齢)		6.0	230.0	2.0	6.0	160	2.0	4.0	120	1.0				4-6	150.0	1.0	6=>4	310.0	2.0	4-6-7	210.0	1.0	6=>4=>7	690.0	2.0	2764315	2764315	(2,7,6),3,4,1,5	6724315														
201153082004	ダ	右	1250	曇	良	13:40	福山・高知連携対潮楼		2011-8-20	9	福山	1	(馬齢)		5.0	180.0	1.0	5.0	110	1.0	7.0	1,460	8.0	9.0	1,190	7.0	5-7	10020.0	17.0	5=>7	6080.0	18.0	5-7-9	219300.0	78.0	5=>7=>9	217560.0	175.0	598427163	598472163	598472163	594827163														
201153082005	ダ	右	1250	雨	良	14:15	福山・高知連携対潮楼		2011-8-20	9	福山	1	(馬齢)		10.0	490.0	2.0	10.0	220	2.0	6.0	780	9.0	7.0	370	4.0	6-10	4410.0	18.0	10=>6	4840.0	16.0	6-7-10	23070.0	62.0	10=>6=>7	64910.0	173.0	10,2,(3,6),9,1,5,7,8,4	(2,10),3,6,1,5,9,7,8,4	2,10,6,3,(1,5),7,9,4,8	10261357489														
201153082006	ダ	右	1250	雨	良	14:50	C3二		2011-8-20	9	福山	1	(馬齢)		8.0	120.0	1.0	8.0	120	1.0	3.0	220	4.0	6.0	480	7.0	3-8	370.0	2.0	8=>3	430.0	1.0	3-6-8	860.0	4.0	8=>3=>6	1920.0	5.0	25648137	25468137	2,(5,6),4,8,3,1,7	28643517														
201153082007	ダ	右	1250	雨	良	15:30	C2四　C3一		2011-8-20	9	福山	1	(馬齢)		5.0	110.0	1.0	5.0	140	1.0	6.0	360	5.0	8.0	420	6.0	5-6	430.0	1.0	5=>6	440.0	1.0	5-6-8	1420.0	7.0	5=>6=>8	3010.0	11.0	5,6,7,(1,4,8),2,9,3	567184293	5,6,(1,7),8,9,(4,2),3	567189243														
201153082008	ダ	右	1250	雨	良	16:10	福山・高知連携対潮楼		2011-8-20	9	福山	1	(馬齢)		6.0	150.0	1.0	6.0	120	1.0	8.0	210	4.0	4.0	1,130	9.0	6-8	310.0	1.0	6=>8	350.0	1.0	4-6-8	7930.0	26.0	6=>8=>4	14730.0	45.0	684153792	681543792	685413792	684513792														
201153082009	ダ	右	1250	雨	良	16:50	C2一		2011-8-20	9	福山	1	(馬齢)		3.0	340.0	2.0	3.0	140	2.0	8.0	140	4.0	1.0	200	5.0	3-8	770.0	4.0	3=>8	930.0	3.0	1-3-8	1880.0	7.0	3=>8=>1	6070.0	26.0	13867452	13867452	1,3,8,6,7,4,(5,2)	3,1,(6,8),7,2,4,5														
201153082010	ダ	右	1250	雨	稍重	17:30	夕焼けサンセットとく		2011-8-20	9	福山	1	(馬齢)		7.0	400.0	2.0	7.0	250	4.0	4.0	230	3.0	8.0	360	5.0	4-7	1420.0	5.0	7=>4	2150.0	8.0	4-7-8	6760.0	18.0	7=>4=>8	18370.0	55.0	7,4,(1,2),8,3,6,5	74128365	7,4,1,2,(3,8)-6,5	7,4,(1,2),(3,8),5,6														
201153082107	ダ	右	1250	雨	不良	15:30	福山・高知連携対潮楼		2011-8-21	9	福山	2	(馬齢)		3.0	120.0	1.0	3.0	120	2.0	9.0	140	3.0	2.0	110	1.0	3-9	580.0	2.0	3=>9	1010.0	3.0	2-3-9	700.0	1.0	3=>9=>2	2400.0	5.0	379826415	397826415	(3,9),7,8,2,6-(4,1),5	(3,9),7,2,8,6,1,4-5														
201153082108	ダ	右	1250	曇	不良	16:10	福山・高知連携対潮楼		2011-8-21	9	福山	2	(馬齢)		2.0	140.0	1.0	2.0	100	1.0	8.0	120	2.0	3.0	370	7.0	2-8	150.0	1.0	2=>8	200.0	1.0	2-3-8	710.0	3.0	2=>8=>3	1750.0	5.0	247396815	2,4,3,7,(6,9),8,1,5	243786915	243687915														
201153082801	ダ	右	1250	曇	稍重	11:50	「おはようモーニング		2011-8-28	9	福山	3	(馬齢)		7.0	200.0	1.0	7.0	130	2.0	3.0	1,050	7.0	5.0	310	5.0	3-7	5270.0	13.0	7=>3	7160.0	18.0	3-5-7	8070.0	18.0	7=>3=>5	40630.0	85.0	(1,6),4,5,2,7,3,8	16457238	6,(1,4),(5,7),(2,3),8	67453812														
201153082802	ダ	右	1250	曇	稍重	12:20	2歳3		2011-8-28	9	福山	3	(馬齢)		7.0	1320.0	4.0	7.0	390	4.0	6.0	2,180	6.0				6-7	15820.0	19.0	7=>6	15790.0	24.0	1-6-7	14640.0	23.0	7=>6=>1	183440.0	143.0	1425736	1452736	1,4-5,7,6,3,2	147563														
201153082803	ダ	右	1250	曇	稍重	12:50	2歳2		2011-8-28	9	福山	3	(馬齢)		5.0	220.0	1.0	5.0	100	1.0	3.0	220	4.0	2.0	870	8.0	3-5	430.0	1.0	5=>3	570.0	1.0	2-3-5	2890.0	11.0	5=>3=>2	7120.0	23.0	5,4,6,3,(1,8),2,7	56431827	56348217	53264871														
201153082804	ダ	右	1250	曇	良	13:20	福山・高知連携対潮楼		2011-8-28	9	福山	3	(馬齢)		1.0	160.0	1.0	1.0	100	1.0	2.0	180	3.0	8.0	220	5.0	1-2	520.0	2.0	1=>2	540.0	2.0	1-2-8	1250.0	4.0	1=>2=>8	2450.0	5.0	169284573	1,(6,9),2,8,4,5,7,3	192864573	1-2,8,9,4,5,6,3,7														
201153082805	ダ	右	1250	曇	良	13:55	福山・高知連携対潮楼		2011-8-28	9	福山	3	(馬齢)		1.0	460.0	3.0	1.0	160	2.0	3.0	250	3.0	6.0	550	7.0	1-3	540.0	3.0	1=>3	1250.0	6.0	1-3-6	1260.0	6.0	1=>3=>6	4300.0	16.0	57138426	57138462	5,7,1,3-4,(8,6),2	15374628														
201153082806	ダ	右	1250	晴	良	14:30	C1三		2011-8-28	9	福山	3	(馬齢)		3.0	300.0	2.0	3.0	120	1.0	4.0	270	5.0	5.0	210	4.0	3-4	1800.0	6.0	3=>4	2400.0	8.0	3-4-5	3990.0	12.0	3=>4=>5	18040.0	49.0	1,3,9,2,6,5,(4,7),8	139625478	1,3-6,9,5,2,4,7,8	3,1-5,4,(9,6),2,7,8														
201153082807	ダ	右	1250	晴	良	15:05	C1二		2011-8-28	9	福山	3	(馬齢)		3.0	2400.0	6.0	3.0	1,020	4.0	5.0	180	2.0				3-5	760.0	4.0	3=>5	3510.0	11.0	3-5-6	710.0	3.0	3=>5=>6	11640.0	35.0	1,3,6,5,7-2,4	1,3,6,(5,7),2,4	(1,3),6,5,7,2,4	1,3,6,5,7,2-4														
201153082808	ダ	右	1250	晴	良	15:40	京都人賞10周年記念		2011-8-28	9	福山	3	(馬齢)		2.0	420.0	3.0	2.0	130	4.0	4.0	100	2.0	8.0	100	1.0	2-4	310.0	1.0	2=>4	810.0	3.0	2-4-8	580.0	3.0	2=>4=>8	2150.0	7.0	2,4,6,1,8-5,(3,7)	2,4-(1,6),8,5,3,7	2,4-(1,6,8),3,5-7	2,4,8-3,6,1,5,7														
201153082809	ダ	右	1600	晴	良	16:20	すずむし特別 		2011-8-28	9	福山	3	(馬齢)		3.0	100.0	1.0	3.0	100	1.0	5.0	160	2.0				3-5	170.0	1.0	3=>5	180.0	1.0	1-3-5	290.0	1.0	3=>5=>1	560.0	1.0	351264	3,(1,5),2,6,4	351264	3,5,1,2,6=4														
201153082901	ダ	右	1250	晴	良	11:50	「おはようモーニング		2011-8-29	9	福山	4	(馬齢)		3.0	110.0	1.0	3.0	100	1.0	2.0	110	2.0	6.0	120	3.0	2-3	160.0	1.0	3=>2	190.0	1.0	2-3-6	560.0	3.0	3=>2=>6	910.0	3.0	3,6,2,7,4,(5,9),1,8	362749518	3-6,2,7,9,4,5,8,1	326749581														
201153082902	ダ	右	1130	晴	良	12:20	C2三		2011-8-29	9	福山	4	(馬齢)		5.0	130.0	1.0	5.0	190	3.0	4.0	140	2.0	1.0	380	5.0	4-5	610.0	3.0	5=>4	1020.0	4.0	1-4-5	2210.0	7.0	5=>4=>1	7220.0	27.0	5,8,(1,4,7),3,6,2	58741326	5,(8,4),7,1,3,2,6	5,4,1,8,7,3,2-6														
201153082903	ダ	右	1250	晴	良	12:50	C2一		2011-8-29	9	福山	4	(馬齢)		1.0	150.0	1.0	1.0	100	1.0	7.0	110	3.0	3.0	100	2.0	1-7	290.0	1.0	1=>7	410.0	1.0	1-3-7	650.0	3.0	1=>7=>3	1740.0	4.0	126789345	127683945	(1,2),6,7,8,3,9,4,5	1,(7,2),3,8,6,9,4,5														
201153082904	ダ	右	1250	晴	良	13:20	3歳5　条件		2011-8-29	9	福山	4	(馬齢)		8.0	430.0	3.0	8.0	350	6.0	3.0	140	2.0	7.0	610	7.0	3-8	380.0	2.0	8=>3	1840.0	6.0	3-7-8	3210.0	13.0	8=>3=>7	20800.0	52.0	48325716	4-8,7,3,5,2,1,6	4-8,7,3,5,2-1,6	4,8,7,3,5,2-1,6														
201153082905	ダ	右	1250	晴	良	13:55	3歳4　条件		2011-8-29	9	福山	4	(馬齢)		2.0	180.0	1.0	2.0	130	3.0	5.0	250	4.0	3.0	110	1.0	2-5	850.0	2.0	2=>5	1170.0	4.0	2-3-5	1810.0	6.0	2=>5=>3	5790.0	18.0	52671384	52613784	52613874	2,5-1,3,6,8,4,7														
201153082906	ダ	右	1250	晴	良	14:30	3歳3　条件		2011-8-29	9	福山	4	(馬齢)		5.0	900.0	4.0	5.0	330	4.0	4.0	140	2.0				4-5	370.0	2.0	5=>4	1190.0	6.0	2-4-5	540.0	3.0	5=>4=>2	3770.0	13.0	2845167	2845167	2854167	5284617														
201153082907	ダ	右	1250	晴	良	15:05	3歳2　条件		2011-8-29	9	福山	4	(馬齢)		5.0	540.0	3.0	5.0	180	2.0	6.0	430	6.0	4.0	280	3.0	5-6	2400.0	9.0	5=>6	2980.0	10.0	4-5-6	2930.0	12.0	5=>6=>4	15000.0	48.0	5,7,2,4,6,1,(3,8),9	572461389	572468139	527468193														
