	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	三連単:的中	三連単:配当	三連単:人気
200401020108	ダ	右	1000	晴	良	13:45	3歳以上500万下		2004-9-11	2	札幌	1	3歳以上500万下	(混)[指](別定)	3	280	1	3	120	1	5	180	3	8.0	200	5.0	3-5	580	1	3=>5	1180	2	3-5-8	1800	6			3,7(8,10)11(5,9)(1,12)6-4-2	3-(5,10,11)7,8,9(1,6)12-4-2	12.5 - 10.6 - 11.4 - 12.0 - 13.1	12.5 - 23.1 - 34.5 - 46.5 - 59.6 (34.5-36.5)	3-5	650.0	2.0	3-5	300	2.0	3-8	490	5.0	5-8	660	9.0			
200401020109	ダ	右	1700	晴	良	14:20	3歳以上500万下		2004-9-11	2	札幌	1	3歳以上500万下	(特指)(別定)	8	1500	6	8	400	6	10	310	4	9.0	540	9.0	6-7	2790	11	8=>10	8800	35	8-9-10	22050	76	9,13-(6,10)12,8-(3,4,11)-1-(5,7)2	9-13(6,10)-12,8(3,4,11)1-(5,7)2	9,13(6,10)(12,11)8(3,4)(2,5,1)7	9,13,10,8-(6,3,12)11(5,4)(2,1,7)	6.8 - 11.2 - 11.9 - 12.3 - 12.4 - 12.5 - 12.6 - 12.9 - 13.3	6.8 - 18.0 - 29.9 - 42.2 - 54.6 - 67.1 - 79.7 - 92.6 - 105.9 (29.9-38.8)	8-10	4240.0	16.0	8-10	1,320	16.0	8-9	3,980	44.0	9-10	2,520	32.0	8=>10=>9	248250.0	633.0
200401020110	芝	右	1800	晴	良	14:55	コスモス賞 		2004-9-11	2	札幌	1	2歳オープン	(混)(特指)(別定)	3	510	2	3	120	3	8	100	1	4.0	120	2.0	3-8	270	1	3=>8	1070	4	3-4-8	290	1	(*6,8)(4,7)3-5-1,2	(*6,8)(4,7)-3-(5,1)2	(*6,8)7(4,3,1,2)-5	(6,*8)(4,7,3)2,1,5	13.0 - 12.3 - 12.9 - 12.9 - 13.1 - 12.6 - 11.9 - 11.8 - 11.7	13.0 - 25.3 - 38.2 - 51.1 - 64.2 - 76.8 - 88.7 - 100.5 - 112.2 (38.2-35.4)													3=>8=>4	2440.0	7.0
200401020111	芝	右	1500	晴	良	15:30	藻岩山特別 		2004-9-11	2	札幌	1	3歳以上1000万下	(混)[指](ハンデ)	4	390	2	4	200	3	3	1,300	11	11.0	260	5.0	3-3	12450	26	4=>3	17190	45	3-4-11	23720	71		9,14,6,12,5(4,13)1(8,11)3(7,10)2	9,14,6(4,12,13)5(1,8,11)-(7,10)3,2	(*9,12)14(4,13)11(5,6,8)(1,7,2)(3,10)	6.6 - 11.1 - 10.8 - 11.2 - 11.7 - 12.1 - 12.5 - 12.6	6.6 - 17.7 - 28.5 - 39.7 - 51.4 - 63.5 - 76.0 - 88.6 (28.5-37.2)	3-4	11290.0	28.0	3-4	3,350	35.0	4-11	750	9.0	3-11	4,010	43.0	4=>3=>11	175320.0	435.0
200401020112	芝	右	2000	晴	良	16:10	定山渓特別 		2004-9-11	2	札幌	1	3歳以上500万下	(混)(特指)(別定)	9	950	4	9	240	4	8	160	2	4.0	650	8.0	7-8	480	3	9=>8	4560	18	4-8-9	16280	42	2,3(1,9)8,6(5,7)(4,10)	2,3(1,9)8(5,6)7(4,10)	(*2,3)9(4,1,8,6,7)10,5	(*2,3,9)(4,1,8,6,10)7,5	13.2 - 11.6 - 12.7 - 12.8 - 12.8 - 12.9 - 11.9 - 12.0 - 11.9 - 12.1	13.2 - 24.8 - 37.5 - 50.3 - 63.1 - 76.0 - 87.9 - 99.9 - 111.8 - 123.9 (37.5-36.0)	8-9	1570.0	7.0	8-9	640	7.0	4-9	2,660	23.0	4-8	1,610	18.0	9=>8=>4	86800.0	208.0
200401020201	芝	右	1500	晴	良	09:55	2歳未勝利		2004-9-12	2	札幌	2	2歳未勝利	[指](馬齢)	7	130	1	7	110	1	8	300	5	9.0	280	4.0	5-5	740	3	7=>8	900	2	7-8-9	2380	7		8(6,10)5(7,12)3,9(1,13)(4,11)-14,2	8,6(5,10)(7,12)-(3,9)(1,11)(4,13)-2,14	8,5(6,10)7(3,9,12)(1,11)-13,4,2=14	6.6 - 11.7 - 11.6 - 12.1 - 12.0 - 12.0 - 12.2 - 12.3	6.6 - 18.3 - 29.9 - 42.0 - 54.0 - 66.0 - 78.2 - 90.5 (29.9-36.5)	7-8	760.0	2.0	7-8	380	2.0	7-9	390	3.0	8-9	1,900	19.0			
200401020202	ダ	右	1000	晴	良	10:25	3歳未勝利		2004-9-12	2	札幌	2	3歳未勝利	[指](馬齢)	11	710	4	11	210	5	3	250	6	4.0	130	1.0	3-8	1870	7	11=>3	5940	22	3-4-11	1480	4			(2,*4,7)9(1,6)(3,8,11)12-5-10	(2,*4)-(3,7,9,11)(1,8)6,12,5=10	12.6 - 11.0 - 11.8 - 12.2 - 12.5	12.6 - 23.6 - 35.4 - 47.6 - 60.1 (35.4-36.5)	3-11	2590.0	11.0	3-11	680	7.0	4-11	400	5.0	3-4	240	1.0			
200401020203	ダ	右	1700	晴	良	10:55	3歳未勝利		2004-9-12	2	札幌	2	3歳未勝利	[指](馬齢)	12	710	4	12	200	4	6	800	9	10.0	120	1.0	5-8	15910	26	12=>6	36220	58	6-10-12	12630	36	(*2,6,8,12)-1(9,10)(4,13)11-7,5-3	(*2,6,12)8(1,10)9(4,11)13,7,5-3	(2,*6)12,9,10,11(8,4)(1,5,7)-3=13	6(2,10,12)9-4(5,7)11(1,3)8=13	7.1 - 10.7 - 12.2 - 12.5 - 12.6 - 12.7 - 13.1 - 13.2 - 13.4	7.1 - 17.8 - 30.0 - 42.5 - 55.1 - 67.8 - 80.9 - 94.1 - 107.5 (30.0-39.7)	6-12	20730.0	36.0	6-12	4,430	34.0	10-12	360	3.0	6-10	2,480	23.0			
200401020204	芝	右	1200	晴	良	11:25	2歳500万下		2004-9-12	2	札幌	2	2歳500万下	(混)(特指)(馬齢)	4	510	3	4	180	3	8	130	1	10.0	2,700	14.0	3-5	470	2	4=>8	1790	5	4-8-10	36390	91			4,8(9,13)(10,15)(2,11)(6,7,14,12)1-5 3	4(10,8)(2,13)(6,9,15,12)(1,7,11)14-5 3	12.2 - 11.0 - 11.4 - 11.6 - 12.0 - 12.2	12.2 - 23.2 - 34.6 - 46.2 - 58.2 - 70.4 (34.6-35.8)	4-8	650.0	2.0	4-8	270	2.0	4-10	14,020	73.0	8-10	5,140	47.0			
200401020205	芝	右	1800	晴	良	11:55	2歳新馬		2004-9-12	2	札幌	2	2歳新馬	(混)[指](馬齢)	3	230	2	3	150	2	2	180	3				2-3	530	3	3=>2	940	4	1-2-3	2240	7	(*2,5)-(3,4)1	2-5(3,4)1	2(5,4)3,1	(*2,4)(3,5)1	13.1 - 12.8 - 13.3 - 13.5 - 13.4 - 13.0 - 12.2 - 12.1 - 11.7	13.1 - 25.9 - 39.2 - 52.7 - 66.1 - 79.1 - 91.3 - 103.4 - 115.1 (39.2-36.0)															
200401020206	芝	右	1200	晴	良	12:45	3歳未勝利		2004-9-12	2	札幌	2	3歳未勝利	(混)[指](馬齢)	3	140	1	3	110	1	1	310	4	9.0	210	3.0	1-2	1030	3	3=>1	1520	3	1-3-9	3260	8			(*3,4)(2,8)(9,10,11)(1,5,13)15(7,6,12)14-16	3(8,11)(2,4)(9,10)(1,7,13)(5,14)(6,15)-12,16	12.4 - 11.0 - 11.3 - 12.0 - 12.1 - 12.3	12.4 - 23.4 - 34.7 - 46.7 - 58.8 - 71.1 (34.7-36.4)	1-3	1430.0	5.0	1-3	560	4.0	3-9	330	2.0	1-9	1,370	14.0			
200401020207	ダ	右	1000	晴	良	13:15	3歳以上500万下		2004-9-12	2	札幌	2	3歳以上500万下	[指](別定)	7	300	1	7	130	1	12	130	2	9.0	370	7.0	6-8	320	1	7=>12	970	2	7-9-12	3160	8			2(7,12)(1,6,11)(3,9)10,4(5,8)	2(7,12)-6(1,11)3,9(4,10,8)5	12.4 - 10.9 - 11.6 - 12.0 - 12.3	12.4 - 23.3 - 34.9 - 46.9 - 59.2 (34.9-35.9)	7-12	470.0	1.0	7-12	180	1.0	7-9	880	11.0	9-12	1,110	16.0			
200401020208	ダ	右	1700	晴	良	13:45	3歳以上500万下		2004-9-12	2	札幌	2	3歳以上500万下	[指](別定)	6	180	1	6	100	1	2	120	2	4.0	190	3.0	2-5	330	1	6=>2	500	1	2-4-6	850	1	(*1,8)7-6,9(2,11,12)4(3,5)(10,13)	(1,*8)-7-6,9(2,4,11,12)(3,5)13-10	8,7,6(2,4,9,12)(3,5)11,13,10-1	(8,*6)4,2(7,3,9)(5,13)12,10,11=1	6.7 - 10.4 - 11.8 - 12.3 - 12.9 - 13.3 - 13.2 - 12.8 - 12.6	6.7 - 17.1 - 28.9 - 41.2 - 54.1 - 67.4 - 80.6 - 93.4 - 106.0 (28.9-38.6)	2-6	350.0	1.0	2-6	160	1.0	4-6	370	2.0	2-4	490	6.0			
200401020209	芝	右	1800	晴	良	14:20	3歳以上500万下		2004-9-12	2	札幌	2	3歳以上500万下	(混)[指](別定)	12	480	2	12	120	2	3	230	5	4.0	100	1.0	3-8	3920	10	12=>3	6140	16	3-4-12	720	3	6(2,12)-(1,9)(3,4,5)8,7,11-10	6-(2,12)-(1,9)(3,4,5)8,7,11,10	6-(3,2,12)(1,4,9)(7,8,5)11-10	(6,3,2,*12,4)-(1,8)(7,9)11(10,5)	12.3 - 11.6 - 11.9 - 12.0 - 12.4 - 12.1 - 12.3 - 12.2 - 12.6	12.3 - 23.9 - 35.8 - 47.8 - 60.2 - 72.3 - 84.6 - 96.8 - 109.4 (35.8-37.1)	3-12	3830.0	10.0	3-12	680	7.0	4-12	130	1.0	3-4	320	3.0	12=>3=>4	13350.0	36.0
200401020210	芝	右	1200	晴	良	14:55	礼文特別 		2004-9-12	2	札幌	2	3歳以上500万下	(混)(特指)(別定)	1	460	1	1	180	3	5	210	5	11.0	160	1.0	1-3	1160	4	1=>5	3240	17	1-5-11	3180	10			1(6,11)(5,8)(4,15)-(9,13)(2,3,7,14)16,10,12	(*1,11)-(6,5,8)(4,15)(9,7,13)(2,3)16(10,14)12	11.9 - 10.8 - 11.3 - 11.6 - 12.0 - 12.2	11.9 - 22.7 - 34.0 - 45.6 - 57.6 - 69.8 (34.0-35.8)	1-5	1530.0	7.0	1-5	670	10.0	1-11	580	5.0	5-11	630	8.0	1=>5=>11	14920.0	47.0
200401020211	芝	右	2600	晴	良	15:30	札幌日経オープン 		2004-9-12	2	札幌	2	3歳以上オープン	(混)(指)(別定)	6	140	1	6	100	1	2	110	2	11.0	440	8.0	2-6	310	1	6=>2	420	1	2-6-11	2970	9	7-2,3(8,10)(1,4,9)6,5-11	7-(2,3)10(8,9)(1,4)(6,5)-11	2,3(7,10,9)(1,4)5(8,6)-11	2(3,9)6(10,11)(1,5)(7,8,4)	13.4 - 11.4 - 11.9 - 12.4 - 12.3 - 13.3 - 13.4 - 13.0 - 12.9 - 11.9 - 12.0 - 12.0 - 11.9	13.4 - 24.8 - 36.7 - 49.1 - 61.4 - 74.7 - 88.1 - 101.1 - 114.0 - 125.9 - 137.9 - 149.9 - 161.8 (36.7-35.9)	2-6	330.0	1.0	2-6	170	1.0	6-11	920	12.0	2-11	1,470	19.0	6=>2=>11	7920.0	22.0
200401020212	ダ	右	1700	晴	良	16:10	アカシヤ特別 		2004-9-12	2	札幌	2	3歳以上1000万下	(混)(特指)(別定)	6	610	4	6	230	4	2	190	3	13.0	130	2.0	2-5	1410	6	6=>2	3490	14	2-6-13	2110	5	2,6(1,8,7,13)4(9,11)(5,10)12,3	2,6(1,8,7,13)4(9,11)5,10(3,12)	(*2,6)(1,7,13)(4,11)5(8,12)(3,10,9)	(*2,6)-13,1,4(7,11)(5,3)12(10,9)-8	6.7 - 11.1 - 12.2 - 12.4 - 12.6 - 12.5 - 12.1 - 12.1 - 12.8	6.7 - 17.8 - 30.0 - 42.4 - 55.0 - 67.5 - 79.6 - 91.7 - 104.5 (30.0-37.0)	2-6	1890.0	8.0	2-6	760	8.0	6-13	410	3.0	2-13	440	5.0	6=>2=>13	15660.0	46.0
200401020301	芝	右	1200	晴	良	10:00	2歳未勝利		2004-9-18	2	札幌	3	2歳未勝利	牝[指](馬齢)	6	120	1	6	120	1	8	360	6	7.0	570	8.0	6-8	1810	7	6=>8	2260	8	6-7-8	7420	24			8,7,2(3,4)-6,5=1	8,7(2,6)(3,4)5 1	12.4 - 11.0 - 11.8 - 11.9 - 11.7 - 11.6	12.4 - 23.4 - 35.2 - 47.1 - 58.8 - 70.4 (35.2-35.2)															
200401020302	ダ	右	1700	晴	良	10:30	3歳未勝利		2004-9-18	2	札幌	3	3歳未勝利	牝[指](馬齢)	8	1500	6	8	310	6	5	460	8	12.0	120	1.0	4-6	2420	8	8=>5	30280	61	5-8-12	6650	23	2(12,11)(3,9)(5,10,13)4,6,7(1,8)	2(12,11)-9,3(5,10,13)-(4,7)(6,1)8	2(12,11)-(3,9,10)5,13(4,8,7)(6,1)	(*2,12,11)-9,5(3,10,8)4,7,6-(13,1)	6.8 - 11.3 - 12.4 - 12.5 - 12.7 - 12.7 - 12.8 - 13.2 - 13.4	6.8 - 18.1 - 30.5 - 43.0 - 55.7 - 68.4 - 81.2 - 94.4 - 107.8 (30.5-39.4)	5-8	12640.0	32.0	5-8	3,140	29.0	8-12	400	3.0	5-12	790	9.0			
200401020303	ダ	右	1000	晴	良	11:00	3歳未勝利		2004-9-18	2	札幌	3	3歳未勝利	(混)[指](馬齢)	2	480	3	2	130	2	9	140	3	11.0	110	1.0	2-7	760	3	2=>9	1810	6	2-9-11	890	1			7(2,4)11(3,12)-(6,9,10)8,5,1	7,2,4-11,3(9,12)10-6(5,8) 1	12.6 - 11.1 - 11.6 - 12.0 - 12.7	12.6 - 23.7 - 35.3 - 47.3 - 60.0 (35.3-36.3)	2-9	810.0	3.0	2-9	250	2.0	2-11	240	1.0	9-11	290	3.0			
200401020304	芝	右	1200	曇	良	11:30	2歳500万下		2004-9-18	2	札幌	3	2歳500万下	(特指)(馬齢)	2	1160	4	2	310	6	12	290	4	5.0	790	7.0	2-7	4820	14	2=>12	6950	20	2-5-12	31980	71			(*1,6)(4,9,14)-(10,12)(2,11)8,13,5-3,7	1(6,9,14)(4,12)(2,10)(8,11)5,13,3-7	12.1 - 10.7 - 11.3 - 11.7 - 12.3 - 12.6	12.1 - 22.8 - 34.1 - 45.8 - 58.1 - 70.7 (34.1-36.6)	2-12	3770.0	11.0	2-12	1,160	12.0	2-5	2,790	23.0	5-12	3,730	26.0			
200401020305	ダ	右	1000	曇	良	12:00	2歳新馬		2004-9-18	2	札幌	3	2歳新馬	(混)[指](馬齢)	6	260	1	6	120	1	8	190	5	5.0	130	2.0	6-7	1220	6	6=>8	1750	7	5-6-8	930	3			(*5,6)8-7,10,4-2=(1,3)11-9	(*5,6)8-(7,10)-2,4-3-1-11=9	12.8 - 11.3 - 12.0 - 12.1 - 12.4	12.8 - 24.1 - 36.1 - 48.2 - 60.6 (36.1-36.5)	6-8	1090.0	5.0	6-8	340	6.0	5-6	180	1.0	5-8	380	7.0			
200401020306	ダ	右	1700	曇	良	12:50	3歳未勝利		2004-9-18	2	札幌	3	3歳未勝利	[指](馬齢)	1	3650	8	1	700	8	11	150	2	9.0	530	6.0	1-7	6690	16	1=>11	18890	41	1-9-11	21970	52	3,9,8,11,7(2,13)(5,6,12)-10(1,4)	3,9,8(7,13)11(2,6,12)5-(1,10,4)	(*3,9)8,7,13(2,11)(6,12)5,10,4-1	9(7,11)(3,8)(2,6)(13,5)10,1-12=4	6.8 - 11.0 - 12.6 - 13.3 - 12.9 - 12.8 - 13.1 - 12.6 - 12.8	6.8 - 17.8 - 30.4 - 43.7 - 56.6 - 69.4 - 82.5 - 95.1 - 107.9 (30.4-38.5)	1-11	5980.0	15.0	1-11	2,090	20.0	1-9	4,320	33.0	9-11	1,120	11.0			
200401020307	芝	右	2000	曇	良	13:20	3歳未勝利		2004-9-18	2	札幌	3	3歳未勝利	(混)[指](馬齢)	1	370	2	1	160	2	2	220	4	3.0	340	5.0	1-2	1440	7	1=>2	2120	8	1-2-3	3550	10	8,3-(7,9,14)10-(2,13)5(1,12)(6,11,4)	8,3-(7,9,14)10(2,13)(1,5)(12,4)6,11	8(3,9)(7,10)2(1,14,13)6(12,5)4,11	(8,*3,9)(7,2,10)(1,13)4-(6,12)11,5-14	12.7 - 10.8 - 12.0 - 12.9 - 13.0 - 12.8 - 12.3 - 11.8 - 12.1 - 11.8	12.7 - 23.5 - 35.5 - 48.4 - 61.4 - 74.2 - 86.5 - 98.3 - 110.4 - 122.2 (35.5-35.7)	1-2	1280.0	5.0	1-2	490	5.0	1-3	760	9.0	2-3	1,120	12.0			
200401020308	ダ	右	1700	曇	良	13:50	3歳以上500万下		2004-9-18	2	札幌	3	3歳以上500万下	(特指)(別定)	7	7420	9	7	880	11	13	110	1	1.0	140	2.0	5-8	1970	6	7=>13	22880	46	1-7-13	5750	14	7,8(3,5)6-(1,9,12)-(4,13)10-(2,11)	7,8(3,5)6-(1,12)9(4,13)10-(2,11)	7-8,3,5(1,12)6,13-9(4,10)2-11	7-(3,1)(13,8,12)-(4,6)10,5,2,11,9	6.8 - 11.1 - 12.1 - 12.5 - 12.6 - 12.6 - 12.5 - 12.4 - 13.2	6.8 - 17.9 - 30.0 - 42.5 - 55.1 - 67.7 - 80.2 - 92.6 - 105.8 (30.0-38.1)	7-13	5560.0	15.0	7-13	1,990	22.0	1-7	2,370	24.0	1-13	230	2.0			
200401020309	芝	右	2600	曇	良	14:25	積丹特別 		2004-9-18	2	札幌	3	3歳以上500万下	(混)(特指)(別定)	2	560	2	2	170	2	3	640	9	13.0	110	1.0	2-3	2830	10	2=>3	13390	44	2-3-13	4140	15	14(2,11)(4,5,9)8,1,12,3-6,13=10-7	14(2,11)(4,5,9)(1,8)(3,12)(13,6)-10-7	(14,*2,11)9(4,5)(3,1,8)12(13,6)=(10,7)	2,4(3,11,9,12)(5,8)(14,1,13,6)-(10,7)	13.2 - 11.1 - 11.7 - 12.8 - 12.7 - 13.5 - 13.5 - 12.9 - 12.8 - 12.2 - 12.0 - 12.0 - 12.0	13.2 - 24.3 - 36.0 - 48.8 - 61.5 - 75.0 - 88.5 - 101.4 - 114.2 - 126.4 - 138.4 - 150.4 - 162.4 (36.0-36.0)	2-3	7830.0	27.0	2-3	1,550	21.0	2-13	210	1.0	3-13	970	10.0	2=>3=>13	35670.0	113.0
200401020310	芝	右	1800	曇	良	15:00	石狩特別 		2004-9-18	2	札幌	3	3歳以上500万下	(混)[指](別定)	1	560	3	1	200	4	5	170	3	8.0	140	1.0	1-5	1100	4	1=>5	3200	11	1-5-8	2040	3	11-1,8,4(5,6)7(2,3)10,9,12	11=1,8(4,5,6)7(2,3)10,12,9	11=1,8,5,6(4,2,3,7)-(12,10)9	11(1,8)5(4,2)(12,3,7)6,9,10	12.5 - 11.7 - 12.2 - 11.8 - 12.3 - 12.2 - 12.3 - 12.1 - 11.8	12.5 - 24.2 - 36.4 - 48.2 - 60.5 - 72.7 - 85.0 - 97.1 - 108.9 (36.4-36.2)	1-5	1800.0	6.0	1-5	520	5.0	1-8	510	4.0	5-8	340	2.0	1=>5=>8	12350.0	25.0
200401020311	ダ	右	1700	曇	良	15:35	北斗賞 		2004-9-18	2	札幌	3	3歳以上1000万下	(混)(特指)(別定)	3	270	1	3	130	1	12	140	2	7.0	280	5.0	3-8	480	1	3=>12	1040	1	3-7-12	2010	5	3,6(2,7,8)(5,12)(4,10)9,11(1,13)	3,6(2,7,8)(5,12)(4,10)(9,11)(1,13)	3(6,7)(2,5,8)(4,12)(1,10,11,13)9	3(6,7)12(2,5,4)-1(9,10)11-(8,13)	6.7 - 11.2 - 12.7 - 13.5 - 12.9 - 12.8 - 12.0 - 11.7 - 12.0	6.7 - 17.9 - 30.6 - 44.1 - 57.0 - 69.8 - 81.8 - 93.5 - 105.5 (30.6-35.7)	3-12	500.0	1.0	3-12	210	1.0	3-7	750	8.0	7-12	840	9.0	3=>12=>7	6720.0	14.0
200401020312	芝	右	1200	曇	良	16:15	3歳以上500万下		2004-9-18	2	札幌	3	3歳以上500万下	牝[指](別定)	11	3050	9	11	800	9	5	1,320	10	10.0	190	2.0	3-6	2490	11	11=>5	168690	144	5-10-11	110880	163			(8,*10)12(11,14)(15,16)5(3,6)13(2,9,7)4-1	(*8,10)12(5,11,16)(15,14)(3,6)7(2,9)(13,4)-1	12.4 - 11.1 - 11.5 - 11.8 - 12.0 - 11.7	12.4 - 23.5 - 35.0 - 46.8 - 58.8 - 70.5 (35.0-35.5)	5-11	90520.0	77.0	5-11	15,030	72.0	10-11	1,790	19.0	5-10	5,000	37.0	11=>5=>10	1265940.0	1251.0
200401020401	芝	右	1200	曇	良	10:00	2歳未勝利		2004-9-20	2	札幌	4	2歳未勝利	[指](馬齢)	2	170	1	2	100	1	9	110	2	8.0	470	7.0	2-8	170	1	2=>9	310	1	2-8-9	1700	6			(*5,9)(1,8)7,2(6,10)-3=4	(*5,9,8)(1,7,2)(6,10)3-4	12.4 - 11.0 - 11.9 - 12.1 - 12.2 - 11.8	12.4 - 23.4 - 35.3 - 47.4 - 59.6 - 71.4 (35.3-36.1)	2-9	170.0	1.0	2-9	130	1.0	2-8	810	9.0	8-9	1,370	13.0			
200401020402	芝	右	1800	曇	良	10:30	2歳未勝利		2004-9-20	2	札幌	4	2歳未勝利	(混)[指](馬齢)	9	290	2	9	100	1	3	100	2	1.0	130	3.0	3-8	240	1	9=>3	560	2	1-3-9	290	1	9(1,3)-6(2,5,8)4=7	9,3(1,6)5(2,8)4=7	(*9,3)6(1,5)(2,4)7,8	(*9,3)-(1,6,5)(2,4)-8,7	12.5 - 11.9 - 12.8 - 13.0 - 13.6 - 12.8 - 12.0 - 11.8 - 11.7	12.5 - 24.4 - 37.2 - 50.2 - 63.8 - 76.6 - 88.6 - 100.4 - 112.1 (37.2-35.5)	3-9	230.0	1.0	3-9	130	1.0	1-9	190	2.0	1-3	190	3.0			
200401020403	ダ	右	1000	曇	稍重	11:00	3歳未勝利		2004-9-20	2	札幌	4	3歳未勝利	牝[指](馬齢)	8	440	3	8	220	4	6	200	3	5.0	220	5.0	5-6	840	5	8=>6	2860	12	5-6-8	3130	12			6(8,12)(3,5,10)(4,11)(2,7)-1-9	6,8-(5,12,11)(3,10)4(2,1)7-9	12.6 - 11.2 - 11.7 - 11.9 - 12.2	12.6 - 23.8 - 35.5 - 47.4 - 59.6 (35.5-35.8)	6-8	1550.0	8.0	6-8	530	8.0	5-8	900	13.0	5-6	420	5.0			
200401020404	ダ	右	1700	曇	稍重	11:30	3歳未勝利		2004-9-20	2	札幌	4	3歳未勝利	[指](馬齢)	1	140	1	1	100	1	12	120	2	5.0	270	5.0	1-8	200	1	1=>12	280	1	1-5-12	1290	5	10,2(1,12)4,8(5,7,9)(3,11)13-6	10,2(1,12)(8,9)4(5,7,11)-3-13,6	(2,*12)(10,1)9(8,11)4-5(7,6,3)-13	12,1-(2,8)11-(9,5,6)4(13,3)(10,7)	6.6 - 11.1 - 12.2 - 12.7 - 12.8 - 12.6 - 12.9 - 12.6 - 13.4	6.6 - 17.7 - 29.9 - 42.6 - 55.4 - 68.0 - 80.9 - 93.5 - 106.9 (29.9-38.9)	1-12	190.0	1.0	1-12	140	1.0	1-5	600	8.0	5-12	880	11.0			
200401020405	芝	右	1200	曇	良	12:00	2歳新馬		2004-9-20	2	札幌	4	2歳新馬	[指](馬齢)	13	640	4	13	230	3	6	240	4	4.0	340	5.0	4-8	690	3	13=>6	4060	14	4-6-13	8210	25			10,13(4,12,6,14,7)9(3,8,11)2-1-5	10,13,14(4,6,7)-3,12(9,8)(2,11,5)1	12.5 - 11.5 - 11.9 - 11.6 - 11.7 - 12.0	12.5 - 24.0 - 35.9 - 47.5 - 59.2 - 71.2 (35.9-35.3)	6-13	1890.0	7.0	6-13	840	8.0	4-13	1,440	16.0	4-6	970	10.0			
200401020406	芝	右	1200	曇	良	12:50	3歳未勝利		2004-9-20	2	札幌	4	3歳未勝利	[指](馬齢)	1	970	6	1	270	5	7	270	6	4.0	880	10.0	1-4	1030	4	1=>7	6520	33	1-4-7	26500	90			7,1,3(2,4,8)9,14,10,15(6,12)16(5,13)11	7,1(2,4,3,8)(10,9,14)-6-(5,15)12,16,13-11	12.0 - 11.1 - 11.5 - 11.7 - 11.9 - 12.5	12.0 - 23.1 - 34.6 - 46.3 - 58.2 - 70.7 (34.6-36.1)	1-7	2940.0	14.0	1-7	1,420	20.0	1-4	2,530	31.0	4-7	3,520	42.0			
200401020407	ダ	右	1000	曇	稍重	13:20	3歳以上500万下		2004-9-20	2	札幌	4	3歳以上500万下	(特指)(別定)	6	220	1	6	110	1	2	130	2	3.0	180	4.0	2-5	320	1	6=>2	570	1	2-3-6	810	2			(*2,3,4)7(6,9)11(1,12)(5,10)8	2,3,6(4,7)(1,5)9(11,12)10,8	12.3 - 10.8 - 11.6 - 11.9 - 12.7	12.3 - 23.1 - 34.7 - 46.6 - 59.3 (34.7-36.2)	2-6	360.0	1.0	2-6	170	1.0	3-6	290	3.0	2-3	450	6.0			
200401020408	ダ	右	1700	曇	稍重	13:50	3歳以上500万下		2004-9-20	2	札幌	4	3歳以上500万下	[指](別定)	11	480	2	11	170	2	4	200	3	6.0	790	8.0	4-7	250	1	11=>4	3220	10	4-6-11	21370	48	5(6,8)-(2,11)(3,7,10)4,1,12-9,13	5(6,8)-(2,11,10)(3,7)4,1,12-(9,13)	5(6,8,11)10(2,3,7,1)4,12,13,9	(5,*6,8,11)4(7,10,1)(3,12,13)-2,9	6.8 - 11.3 - 12.3 - 13.0 - 13.0 - 12.6 - 12.5 - 12.0 - 12.6	6.8 - 18.1 - 30.4 - 43.4 - 56.4 - 69.0 - 81.5 - 93.5 - 106.1 (30.4-37.1)	4-11	1760.0	6.0	4-11	470	5.0	6-11	3,440	25.0	4-6	4,180	29.0			
200401020409	芝	右	1200	曇	良	14:25	サロマ湖特別 		2004-9-20	2	札幌	4	3歳以上1000万下	(混)(特指)(別定)	7	200	1	7	100	1	8	110	2	4.0	150	3.0	7-8	280	1	7=>8	460	1	4-7-8	550	1			4(5,9)(3,8)6,7(2,1)	(*4,5)(3,9)8(7,6)1,2	12.2 - 11.2 - 11.1 - 11.5 - 12.0 - 11.8	12.2 - 23.4 - 34.5 - 46.0 - 58.0 - 69.8 (34.5-35.3)	7-8	300.0	1.0	7-8	160	1.0	4-7	240	2.0	4-8	320	4.0	7=>8=>4	1520.0	1.0
